time,provider,network_type,accuracy,latitude,longitude,altitude,bearing,speed,travelstate
1364388113,gps,,10.0,43.70407087,-72.28782785,150.5,247.8,1.5,,
1364388954,gps,,12.0,43.70417524,-72.2901028,187.800003052,13.9,1.118034,,
1364392367,gps,,25.0,43.70700299,-72.28656438,180.800003052,103.7,1.3462912,,
1364397092,gps,,42.0,43.7063889,-72.28636544,118.199996948,165.4,1.0,,
1364405777,gps,,11.0,43.70559517,-72.28821559,125.199996948,177.2,1.25,,
1364410705,gps,,8.0,43.7027838,-72.28770712,148.0,333.2,2.6575365,,
1364411306,gps,,22.0,43.70616093,-72.28644541,146.699996948,17.0,1.8027756,,
1364413186,gps,,57.0,43.70681191,-72.28712581,117.699996948,0.0,0.0,,
1364414685,network,wifi,20.0,43.7066012,-72.2870338,0.0,0.0,0.0,stationary,
1364414929,gps,,5.0,43.7056653,-72.28750783,147.399993896,240.9,5.5226803,,
1364474388,gps,,13.0,43.70399613,-72.28827015,147.5,204.4,1.3462912,,
1364475293,gps,,23.0,43.70430713,-72.29029683,133.600006104,93.4,0.75,,
1364478619,gps,,16.0,43.70647211,-72.28802604,173.100006104,35.1,2.6575365,,
1364570054,gps,,4.0,43.70653186,-72.28804911,140.300003052,219.5,1.5,,
1364595886,network,wifi,25.0,43.7041661,-72.2852174,0.0,0.0,0.0,moving,
1364597085,network,wifi,49.5,43.7040812,-72.2855829,0.0,0.0,0.0,moving,
1364598285,network,wifi,29.0,43.704074,-72.2854193,0.0,0.0,0.0,stationary,
1364599485,network,wifi,28.152,43.7040374,-72.2855966,0.0,0.0,0.0,stationary,
1364600685,network,wifi,30.573,43.7040591,-72.2856477,0.0,0.0,0.0,stationary,
1364601887,network,wifi,30.0,43.7039944,-72.2855886,0.0,0.0,0.0,stationary,
1364603085,network,wifi,30.013,43.703991,-72.2855928,0.0,0.0,0.0,stationary,
1364604285,network,wifi,32.0,43.7040326,-72.2855361,0.0,0.0,0.0,stationary,
1364605485,network,wifi,34.561,43.7040802,-72.2854146,0.0,0.0,0.0,stationary,
1364606685,network,wifi,24.0,43.7040876,-72.2853533,0.0,0.0,0.0,stationary,
1364607885,network,wifi,29.0,43.7040191,-72.2855096,0.0,0.0,0.0,stationary,
1364609085,network,wifi,48.0,43.7040784,-72.2854964,0.0,0.0,0.0,stationary,
1364610285,network,wifi,26.509,43.704029,-72.2855632,0.0,0.0,0.0,stationary,
1364611485,network,wifi,30.798,43.7039922,-72.2856077,0.0,0.0,0.0,stationary,
1364612685,network,wifi,33.552,43.7040838,-72.2857038,0.0,0.0,0.0,stationary,
1364613885,network,wifi,29.217,43.7040509,-72.2854838,0.0,0.0,0.0,stationary,
1364615085,network,wifi,30.0,43.703996,-72.285582,0.0,0.0,0.0,stationary,
1364616285,network,wifi,24.0,43.7040762,-72.2853792,0.0,0.0,0.0,stationary,
1364617485,network,wifi,27.0,43.704014,-72.2855115,0.0,0.0,0.0,stationary,
1364618685,network,wifi,25.0,43.7040777,-72.2853975,0.0,0.0,0.0,stationary,
1364619885,network,wifi,25.0,43.7041015,-72.2853721,0.0,0.0,0.0,stationary,
1364621085,network,wifi,34.0,43.7040546,-72.2855032,0.0,0.0,0.0,stationary,
1364622285,network,wifi,26.292,43.7040023,-72.2855363,0.0,0.0,0.0,stationary,
1364623485,network,wifi,37.923,43.7039604,-72.2857054,0.0,0.0,0.0,stationary,
1364624685,network,wifi,29.649,43.7040075,-72.2856003,0.0,0.0,0.0,stationary,
1364625885,network,wifi,38.517,43.7039545,-72.2857109,0.0,0.0,0.0,stationary,
1364627085,network,wifi,26.017,43.7040465,-72.2854866,0.0,0.0,0.0,stationary,
1364628285,network,wifi,26.181,43.7040111,-72.2855426,0.0,0.0,0.0,stationary,
1364629485,network,wifi,32.442,43.703983,-72.2856287,0.0,0.0,0.0,stationary,
1364630685,network,wifi,27.0,43.7039598,-72.2857398,0.0,0.0,0.0,stationary,
1364631885,network,wifi,32.685,43.7039821,-72.2856322,0.0,0.0,0.0,stationary,
1364633085,network,wifi,39.156,43.7039558,-72.285723,0.0,0.0,0.0,stationary,
1364634285,network,wifi,28.854,43.7040348,-72.2854803,0.0,0.0,0.0,stationary,
1364635485,network,wifi,29.145,43.7040656,-72.285448,0.0,0.0,0.0,stationary,
1364636685,network,wifi,20.355,43.7039354,-72.285723,0.0,0.0,0.0,stationary,
1364637885,network,wifi,27.0,43.704011,-72.2855144,0.0,0.0,0.0,stationary,
1364639085,network,wifi,26.139,43.7040059,-72.285537,0.0,0.0,0.0,stationary,
1364640285,network,wifi,22.858,43.7039307,-72.2857656,0.0,0.0,0.0,stationary,
1364641485,network,wifi,27.324,43.7040326,-72.2855037,0.0,0.0,0.0,stationary,
1364642685,network,wifi,20.0,43.7040006,-72.2855661,0.0,0.0,0.0,stationary,
1364643885,network,wifi,20.507,43.7039264,-72.2857934,0.0,0.0,0.0,stationary,
1364645085,network,wifi,25.0,43.7040899,-72.2853745,0.0,0.0,0.0,stationary,
1364646285,network,wifi,28.0,43.7039697,-72.285708,0.0,0.0,0.0,stationary,
1364647486,network,wifi,42.439,43.7029656,-72.2910206,0.0,0.0,0.0,moving,
1364648686,network,wifi,83.214,43.7028133,-72.283978,0.0,0.0,0.0,moving,
1364649885,network,wifi,33.711,43.7028563,-72.2839664,0.0,0.0,0.0,moving,
1364651085,network,wifi,26.346,43.7028781,-72.2840119,0.0,0.0,0.0,stationary,
1364652285,network,wifi,31.078,43.7028758,-72.2840392,0.0,0.0,0.0,stationary,
1364653485,network,wifi,28.519,43.7028519,-72.284014,0.0,0.0,0.0,stationary,
1364654685,network,wifi,28.539,43.7028831,-72.2839875,0.0,0.0,0.0,stationary,
1364655885,network,wifi,27.91,43.7028636,-72.2839941,0.0,0.0,0.0,stationary,
1364657085,network,wifi,28.476,43.7028714,-72.2839973,0.0,0.0,0.0,stationary,
1364658285,network,wifi,31.127,43.7028784,-72.2840379,0.0,0.0,0.0,stationary,
1364659485,network,wifi,28.437,43.7027999,-72.2839311,0.0,0.0,0.0,stationary,
1364660688,network,wifi,45.363,43.7020744,-72.2880297,0.0,0.0,0.0,moving,
1364661886,network,wifi,38.542,43.7054832,-72.2886327,0.0,0.0,0.0,moving,
1364663085,network,wifi,36.537,43.7054933,-72.2885724,0.0,0.0,0.0,moving,
1364664285,network,wifi,32.384,43.7055085,-72.2886276,0.0,0.0,0.0,stationary,
1364665485,network,wifi,36.242,43.7055038,-72.2886092,0.0,0.0,0.0,stationary,
1364666685,network,wifi,36.702,43.7054937,-72.2885359,0.0,0.0,0.0,stationary,
1364667885,network,wifi,38.468,43.7054781,-72.2886063,0.0,0.0,0.0,stationary,
1364669085,network,wifi,27.952,43.7054879,-72.2886357,0.0,0.0,0.0,stationary,
1364670285,network,wifi,38.234,43.7054817,-72.2886109,0.0,0.0,0.0,stationary,
1364671485,network,wifi,37.808,43.7054842,-72.2885999,0.0,0.0,0.0,stationary,
1364672685,network,wifi,37.671,43.7054868,-72.2886051,0.0,0.0,0.0,stationary,
1364673885,network,wifi,27.163,43.7040105,-72.2855595,0.0,0.0,0.0,moving,
1364675085,network,wifi,30.0,43.704031,-72.2855042,0.0,0.0,0.0,moving,
1364676285,network,wifi,29.168,43.7039934,-72.2855799,0.0,0.0,0.0,stationary,
1364677485,network,wifi,30.0,43.7040361,-72.2855293,0.0,0.0,0.0,stationary,
1364678685,network,wifi,30.571,43.7039844,-72.2855968,0.0,0.0,0.0,stationary,
1364679885,network,wifi,25.216,43.7040418,-72.2854967,0.0,0.0,0.0,stationary,
1364681085,network,wifi,30.0,43.702789,-72.28435,0.0,0.0,0.0,moving,
1364682285,network,wifi,30.0,43.7027396,-72.2843344,0.0,0.0,0.0,moving,
1364683486,network,wifi,61.532,43.7028102,-72.284078,0.0,0.0,0.0,moving,
1364684685,network,wifi,74.579,43.7027946,-72.2841044,0.0,0.0,0.0,stationary,
1364685885,network,wifi,20.0,43.7016124,-72.2881295,0.0,0.0,0.0,moving,
