time,provider,network_type,accuracy,latitude,longitude,altitude,bearing,speed,travelstate
1364357797,network,wifi,20.0,43.7071269,-72.2933138,0.0,0.0,0.0,stationary,
1364358997,network,wifi,20.0,43.7071226,-72.2933189,0.0,0.0,0.0,stationary,
1364360197,network,wifi,20.0,43.7071656,-72.2932718,0.0,0.0,0.0,stationary,
1364361397,network,wifi,20.0,43.7071581,-72.2932852,0.0,0.0,0.0,stationary,
1364362597,network,wifi,20.0,43.707131,-72.2933199,0.0,0.0,0.0,stationary,
1364363797,network,wifi,20.0,43.7071229,-72.2932883,0.0,0.0,0.0,stationary,
1364365002,gps,,8.0,43.70718235,-72.29297598,159.5,0.0,0.0,,
1364366197,network,wifi,31.201,43.7071223,-72.293282,0.0,0.0,0.0,stationary,
1364367397,network,wifi,20.0,43.7071335,-72.2932925,0.0,0.0,0.0,stationary,
1364368597,network,wifi,29.711,43.7071216,-72.2932559,0.0,0.0,0.0,stationary,
1364369797,network,wifi,31.821,43.7071633,-72.2932513,0.0,0.0,0.0,stationary,
1364370997,network,wifi,20.0,43.707155,-72.2932815,0.0,0.0,0.0,stationary,
1364372198,network,wifi,20.0,43.7071558,-72.2932377,0.0,0.0,0.0,stationary,
1364373397,network,wifi,20.0,43.7071524,-72.2932445,0.0,0.0,0.0,stationary,
1364374597,network,wifi,33.015,43.7071275,-72.2933095,0.0,0.0,0.0,stationary,
1364375797,network,wifi,20.0,43.7071586,-72.2932551,0.0,0.0,0.0,stationary,
1364376997,network,wifi,31.643,43.7071149,-72.2932961,0.0,0.0,0.0,stationary,
1364378197,network,wifi,20.0,43.7071353,-72.293309,0.0,0.0,0.0,stationary,
1364379397,network,wifi,32.704,43.7071029,-72.2933235,0.0,0.0,0.0,stationary,
1364380597,network,wifi,29.73,43.7071263,-72.2932517,0.0,0.0,0.0,stationary,
1364381797,network,wifi,30.165,43.7071232,-72.2932626,0.0,0.0,0.0,stationary,
1364382891,gps,,13.0,43.70737227,-72.29316483,144.899993896,0.0,0.0,,
1364384197,network,wifi,20.0,43.7071156,-72.2932754,0.0,0.0,0.0,stationary,
1364385397,network,wifi,32.193,43.707123,-72.2932989,0.0,0.0,0.0,stationary,
1364386597,network,wifi,30.312,43.7071348,-72.2932539,0.0,0.0,0.0,stationary,
1364387797,network,wifi,31.219,43.7071335,-72.2932719,0.0,0.0,0.0,stationary,
1364388997,network,wifi,20.0,43.7071512,-72.2932553,0.0,0.0,0.0,stationary,
1364390197,network,wifi,20.0,43.7071201,-72.2932623,0.0,0.0,0.0,stationary,
1364391397,network,wifi,31.032,43.707114,-72.2932862,0.0,0.0,0.0,stationary,
1364392598,network,wifi,65.742,43.7068785,-72.2866371,0.0,0.0,0.0,moving,
1364393797,network,wifi,20.0,43.708954,-72.2840097,0.0,0.0,0.0,stationary,
