time,provider,network_type,accuracy,latitude,longitude,altitude,bearing,speed,travelstate
1364357322,network,wifi,29.902,43.7036543,-72.2902161,0.0,0.0,0.0,stationary,
1364358522,network,wifi,30.881,43.7036331,-72.2902178,0.0,0.0,0.0,stationary,
1364359722,network,wifi,29.681,43.7036531,-72.290221,0.0,0.0,0.0,stationary,
1364360922,network,wifi,29.681,43.7036531,-72.290221,0.0,0.0,0.0,stationary,
1364362122,network,wifi,31.046,43.70364,-72.2902084,0.0,0.0,0.0,stationary,
1364363322,network,wifi,31.139,43.7036433,-72.2902038,0.0,0.0,0.0,stationary,
1364364522,network,wifi,57.341,43.7036431,-72.2902424,0.0,0.0,0.0,stationary,
1364365722,network,wifi,56.785,43.7036534,-72.2902478,0.0,0.0,0.0,stationary,
1364366922,network,wifi,29.83,43.7036518,-72.2902195,0.0,0.0,0.0,stationary,
1364368122,network,wifi,56.49,43.7036429,-72.2902555,0.0,0.0,0.0,stationary,
1364369322,network,wifi,58.101,43.7036722,-72.2902228,0.0,0.0,0.0,stationary,
1364370522,network,wifi,30.903,43.7036255,-72.2902249,0.0,0.0,0.0,stationary,
1364371722,network,wifi,29.162,43.7036443,-72.2902383,0.0,0.0,0.0,stationary,
1364372922,network,wifi,57.196,43.7036667,-72.2902379,0.0,0.0,0.0,stationary,
1364374122,network,wifi,30.776,43.703619,-72.2902341,0.0,0.0,0.0,stationary,
1364375322,network,wifi,55.707,43.7036526,-72.2902645,0.0,0.0,0.0,stationary,
1364376522,network,wifi,28.282,43.7036623,-72.2902377,0.0,0.0,0.0,stationary,
1364377722,network,wifi,29.831,43.7036475,-72.2902233,0.0,0.0,0.0,stationary,
1364378922,network,wifi,28.163,43.7036707,-72.2902328,0.0,0.0,0.0,stationary,
1364380122,network,wifi,27.579,43.7036826,-72.2902336,0.0,0.0,0.0,stationary,
1364381322,network,wifi,27.666,43.7036574,-72.290253,0.0,0.0,0.0,stationary,
1364382522,network,wifi,55.397,43.7036731,-72.2902636,0.0,0.0,0.0,stationary,
1364383722,network,wifi,55.397,43.7036731,-72.2902636,0.0,0.0,0.0,stationary,
1364384922,network,wifi,29.145,43.7036373,-72.2902455,0.0,0.0,0.0,stationary,
1364386122,network,wifi,33.967,43.7036661,-72.2903013,0.0,0.0,0.0,stationary,
1364387322,network,wifi,40.5,43.703662,-72.2901025,0.0,0.0,0.0,moving,
1364388526,network,wifi,148.725,43.7029466,-72.2901345,0.0,0.0,0.0,moving,
1364389722,network,wifi,28.591,43.7036412,-72.2902518,0.0,0.0,0.0,moving,
1364390922,network,wifi,31.31,43.703637,-72.2902064,0.0,0.0,0.0,moving,
1364392119,gps,,7.0,43.70646168,-72.28822731,143.5,31.4,1.0,,
1364393324,network,wifi,79.195,43.7087728,-72.2836526,0.0,0.0,0.0,moving,
