time,provider,network_type,accuracy,latitude,longitude,altitude,bearing,speed,travelstate
1364410478,network,wifi,20.0,43.7065952,-72.2870101,0.0,0.0,0.0,,
1364411861,network,wifi,20.0,43.7066181,-72.2870033,0.0,0.0,0.0,,
1364839516,network,wifi,24.136,43.7066019,-72.2870121,0.0,0.0,0.0,,
1364840716,network,wifi,22.072,43.7066166,-72.2870393,0.0,0.0,0.0,,
1364841916,network,wifi,21.346,43.7065976,-72.2870567,0.0,0.0,0.0,stationary,
1364843116,network,wifi,24.616,43.7065692,-72.2870182,0.0,0.0,0.0,stationary,
1364844316,network,wifi,22.775,43.7065848,-72.2870398,0.0,0.0,0.0,stationary,
1364845516,network,wifi,20.056,43.7066206,-72.2870689,0.0,0.0,0.0,stationary,
1364846716,network,wifi,25.429,43.7066042,-72.2869916,0.0,0.0,0.0,stationary,
1364847916,network,wifi,20.0,43.7066121,-72.2869819,0.0,0.0,0.0,stationary,
1364849116,network,wifi,22.12,43.7066341,-72.2870349,0.0,0.0,0.0,stationary,
1364850316,network,wifi,24.359,43.7066129,-72.2870055,0.0,0.0,0.0,stationary,
1364851516,network,wifi,21.232,43.7066406,-72.2870473,0.0,0.0,0.0,stationary,
1364852716,network,wifi,21.921,43.706614,-72.2870655,0.0,0.0,0.0,stationary,
1364853916,network,wifi,21.345,43.7066245,-72.2870484,0.0,0.0,0.0,stationary,
1364855116,network,wifi,22.263,43.706621,-72.2870353,0.0,0.0,0.0,stationary,
1364856316,network,wifi,21.912,43.7065992,-72.2870473,0.0,0.0,0.0,stationary,
1364857516,network,wifi,23.587,43.7066002,-72.2870211,0.0,0.0,0.0,stationary,
1364858716,network,wifi,22.179,43.7066051,-72.2870411,0.0,0.0,0.0,stationary,
1364859916,network,wifi,24.875,43.7066086,-72.2869988,0.0,0.0,0.0,stationary,
1364862316,network,wifi,22.926,43.7065869,-72.2870365,0.0,0.0,0.0,stationary,
1364863516,network,wifi,22.124,43.7065982,-72.2870444,0.0,0.0,0.0,stationary,
1364864716,network,wifi,25.378,43.7065968,-72.2869947,0.0,0.0,0.0,stationary,
1364865916,network,wifi,23.092,43.7066096,-72.2870257,0.0,0.0,0.0,stationary,
1364867116,network,wifi,25.015,43.7066159,-72.2869948,0.0,0.0,0.0,stationary,
1364868316,network,wifi,25.245,43.7065929,-72.2869981,0.0,0.0,0.0,stationary,
1364869517,network,wifi,22.669,43.7065934,-72.2870378,0.0,0.0,0.0,stationary,
1364870716,network,wifi,22.656,43.7065981,-72.2870362,0.0,0.0,0.0,stationary,
1364871916,network,wifi,24.589,43.7065972,-72.2870067,0.0,0.0,0.0,stationary,
1364873116,network,wifi,23.85,43.7066174,-72.2870121,0.0,0.0,0.0,stationary,
1364874316,network,wifi,23.191,43.7066182,-72.2870219,0.0,0.0,0.0,stationary,
1364875516,network,wifi,22.734,43.7066044,-72.2870328,0.0,0.0,0.0,stationary,
1364876716,network,wifi,23.09,43.7066033,-72.2870277,0.0,0.0,0.0,stationary,
1364877916,network,wifi,24.923,43.7065989,-72.287001,0.0,0.0,0.0,stationary,
1364879116,network,wifi,23.269,43.7066143,-72.2870217,0.0,0.0,0.0,stationary,
1364880316,network,wifi,24.536,43.7066141,-72.2870025,0.0,0.0,0.0,stationary,
1364881516,network,wifi,24.011,43.7065978,-72.2870154,0.0,0.0,0.0,stationary,
1364882716,network,wifi,23.726,43.7066097,-72.287016,0.0,0.0,0.0,stationary,
1364883916,network,wifi,23.017,43.7066004,-72.2870298,0.0,0.0,0.0,stationary,
1364885116,network,wifi,24.188,43.7065941,-72.287014,0.0,0.0,0.0,stationary,
1364886316,network,wifi,23.743,43.7065996,-72.2870189,0.0,0.0,0.0,stationary,
1364887516,network,wifi,22.315,43.7066166,-72.2870356,0.0,0.0,0.0,stationary,
1364888716,network,wifi,26.923,43.7066125,-72.2869667,0.0,0.0,0.0,stationary,
1364889916,network,wifi,22.095,43.7066094,-72.287041,0.0,0.0,0.0,stationary,
1364891116,network,wifi,24.146,43.7066008,-72.2870123,0.0,0.0,0.0,stationary,
1364892316,network,wifi,20.0,43.7065965,-72.2869947,0.0,0.0,0.0,stationary,
1364893516,network,wifi,24.56,43.7066127,-72.2870025,0.0,0.0,0.0,stationary,
1364894716,network,wifi,25.167,43.7066122,-72.2869934,0.0,0.0,0.0,stationary,
1364895916,network,wifi,25.167,43.7066122,-72.2869934,0.0,0.0,0.0,stationary,
1364897116,network,wifi,23.214,43.7065888,-72.2870312,0.0,0.0,0.0,stationary,
1364898316,network,wifi,25.091,43.7065896,-72.2870017,0.0,0.0,0.0,stationary,
1364899517,network,wifi,22.436,43.7066003,-72.2870388,0.0,0.0,0.0,stationary,
1364900716,network,wifi,24.189,43.7066095,-72.287009,0.0,0.0,0.0,stationary,
1364901916,network,wifi,24.03,43.7066268,-72.2870074,0.0,0.0,0.0,stationary,
1364903116,network,wifi,23.469,43.7066045,-72.2870215,0.0,0.0,0.0,stationary,
1364904316,network,wifi,23.634,43.7066199,-72.2870148,0.0,0.0,0.0,stationary,
1364905516,network,wifi,24.342,43.706612,-72.287006,0.0,0.0,0.0,stationary,
1364906716,network,wifi,23.805,43.7066037,-72.2870166,0.0,0.0,0.0,stationary,
1364907916,network,wifi,22.065,43.7065954,-72.2870464,0.0,0.0,0.0,stationary,
1364909116,network,wifi,22.39,43.7066065,-72.2870374,0.0,0.0,0.0,stationary,
1364910316,network,wifi,24.021,43.7065935,-72.2870168,0.0,0.0,0.0,stationary,
1364911516,network,wifi,23.495,43.7065963,-72.2870239,0.0,0.0,0.0,stationary,
1364912716,network,wifi,24.803,43.7066097,-72.2869996,0.0,0.0,0.0,stationary,
1364913916,network,wifi,22.94,43.7066042,-72.2870297,0.0,0.0,0.0,stationary,
1364915116,network,wifi,23.994,43.706607,-72.2870127,0.0,0.0,0.0,stationary,
1364916316,network,wifi,22.736,43.7066037,-72.287033,0.0,0.0,0.0,stationary,
1364917517,network,wifi,23.203,43.7066086,-72.2870243,0.0,0.0,0.0,stationary,
1364918716,network,wifi,24.868,43.7066152,-72.2869972,0.0,0.0,0.0,stationary,
1364919916,network,wifi,23.258,43.7066207,-72.2870203,0.0,0.0,0.0,stationary,
1364921116,network,wifi,21.043,43.7066262,-72.2870526,0.0,0.0,0.0,stationary,
1364922316,network,wifi,22.957,43.7066078,-72.2870283,0.0,0.0,0.0,stationary,
1364923516,network,wifi,22.918,43.7065945,-72.2870335,0.0,0.0,0.0,stationary,
1364924716,network,wifi,25.535,43.7066293,-72.2869843,0.0,0.0,0.0,stationary,
1364925916,network,wifi,25.882,43.7066162,-72.2869816,0.0,0.0,0.0,stationary,
1364925917,network,wifi,25.467,43.706612,-72.2869889,0.0,0.0,0.0,stationary,
1364928316,network,wifi,31.511,43.7066345,-72.2870445,0.0,0.0,0.0,stationary,
1364929516,network,wifi,33.602,43.7066262,-72.2870149,0.0,0.0,0.0,stationary,
1364930716,network,wifi,39.047,43.7066298,-72.2869314,0.0,0.0,0.0,stationary,
1364931916,network,wifi,35.083,43.7066272,-72.2869921,0.0,0.0,0.0,stationary,
1364933116,network,wifi,35.324,43.7066182,-72.2869909,0.0,0.0,0.0,stationary,
1364934316,network,wifi,30.838,43.7066215,-72.2870585,0.0,0.0,0.0,stationary,
1364935516,network,wifi,31.19,43.7066137,-72.2870557,0.0,0.0,0.0,stationary,
1364936716,network,wifi,32.928,43.7066774,-72.2870162,0.0,0.0,0.0,stationary,
1364937916,network,wifi,26.992,43.706631,-72.2868566,0.0,0.0,0.0,stationary,
1364939116,network,wifi,24.995,43.7066731,-72.2870174,0.0,0.0,0.0,stationary,
1364940316,network,wifi,28.633,43.706627,-72.2869913,0.0,0.0,0.0,stationary,
1364941519,gps,,12.0,43.70885346,-72.28510484,197.800003052,57.3,1.4142135,,
1364943439,gps,,41.0,43.69229332,-72.26672007,112.699996948,0.0,0.0,,
1364945119,gps,,8.0,43.69228995,-72.26681751,168.5,0.0,0.0,,
1364949919,gps,,11.0,43.69203426,-72.26710984,160.399993896,0.0,0.0,,
1364953518,gps,,14.0,43.69238865,-72.26652631,170.5,0.0,0.0,,
1364956482,gps,,5.0,43.69229664,-72.26692907,154.300003052,0.0,0.0,,
1364958318,gps,,20.0,43.69239034,-72.26695655,143.699996948,0.0,0.0,,
1364959516,network,wifi,33.086,43.6918745,-72.2672118,0.0,0.0,0.0,stationary,
1364960716,network,wifi,83.913,43.6919681,-72.267189,0.0,0.0,0.0,stationary,
1364961917,gps,,11.0,43.69226303,-72.26694002,148.399993896,0.0,0.0,,
1364963116,network,wifi,85.135,43.6919281,-72.267081,0.0,0.0,0.0,stationary,
1364964317,network,wifi,39.0,43.6918621,-72.2671533,0.0,0.0,0.0,stationary,
1364965516,network,wifi,73.644,43.692149,-72.2673412,0.0,0.0,0.0,moving,
1364966716,network,wifi,48.0,43.6920302,-72.267305,0.0,0.0,0.0,stationary,
1364967916,network,wifi,79.385,43.6920594,-72.2673011,0.0,0.0,0.0,stationary,
1364969116,network,wifi,77.006,43.6920921,-72.2673092,0.0,0.0,0.0,stationary,
1364970316,network,wifi,78.318,43.6920578,-72.2672625,0.0,0.0,0.0,stationary,
1364971516,gps,,14.0,43.6921583,-72.26710847,150.100006104,0.0,0.0,,
1364972716,network,wifi,76.91,43.6920874,-72.2672948,0.0,0.0,0.0,stationary,
1364973916,network,wifi,76.441,43.6921,-72.2673112,0.0,0.0,0.0,stationary,
1364975116,network,wifi,75.502,43.6921013,-72.2672861,0.0,0.0,0.0,stationary,
1364976316,network,wifi,75.502,43.6921013,-72.2672861,0.0,0.0,0.0,stationary,
1364977516,network,wifi,79.419,43.6920252,-72.2672048,0.0,0.0,0.0,stationary,
1364978716,network,wifi,72.526,43.692161,-72.267336,0.0,0.0,0.0,stationary,
