time,provider,network_type,accuracy,latitude,longitude,altitude,bearing,speed,travelstate
1364406170,network,wifi,23.37,43.7066024,-72.2870237,0.0,0.0,0.0,,
1364407377,network,wifi,25.121,43.7066084,-72.2869951,0.0,0.0,0.0,,
1364408577,network,wifi,22.269,43.7066186,-72.2870358,0.0,0.0,0.0,stationary,
1364485665,gps,,32.0,43.7066090622,-72.2885032013,126.0,0.0,0.0,,
1364516954,gps,,128.0,43.7064351512,-72.2885650148,173.0,0.0,0.0,,
1364522454,gps,,8.0,43.7071613121,-72.290692988,146.0,0.0,0.0,,
1364541565,gps,,6.0,43.7071970176,-72.2906379937,149.0,0.0,0.0,,
1364543738,gps,,48.0,43.7068893897,-72.2906659274,138.0,0.0,0.0,,
1364544938,gps,,24.0,43.7070881032,-72.2908078574,128.0,0.0,0.0,,
1364546137,gps,,48.0,43.7072472009,-72.2906805716,150.0,0.0,0.0,,
1364557985,network,wifi,20.0,43.7072014,-72.2907051,0.0,0.0,0.0,,
1364559185,network,wifi,23.0,43.7072056,-72.2907614,0.0,0.0,0.0,,
1364560385,network,wifi,24.0,43.7072006,-72.2907573,0.0,0.0,0.0,,
1364561497,network,wifi,24.0,43.7047549,-72.2897694,0.0,0.0,0.0,,
1364562785,network,wifi,24.0,43.7031873,-72.2873466,0.0,0.0,0.0,,
1364563985,network,wifi,20.0,43.7031087,-72.2873003,0.0,0.0,0.0,,
1364565184,network,wifi,20.0,43.7030813,-72.2872982,0.0,0.0,0.0,,
1364566385,network,wifi,50.0,43.7086625,-72.2835811,0.0,0.0,0.0,,
1364567585,network,wifi,45.0,43.7086969,-72.2836253,0.0,0.0,0.0,,
1364568785,network,wifi,50.0,43.7086446,-72.2836003,0.0,0.0,0.0,,
1364569985,network,cell,2082.0,43.7090795,-72.2896102,0.0,0.0,0.0,,
1364571185,network,wifi,25.0,43.7058802,-72.2888155,0.0,0.0,0.0,,
1364572385,network,wifi,24.0,43.7058868,-72.2887888,0.0,0.0,0.0,,
1364573507,network,wifi,20.0,43.7055754,-72.2888308,0.0,0.0,0.0,,
1364574785,network,cell,2082.0,43.7090795,-72.2896102,0.0,0.0,0.0,,
1364580361,gps,,8.0,43.7027847104,-72.291011718,143.0,0.0,0.0,,
1364581246,network,wifi,20.0,43.7029254,-72.2909516,0.0,0.0,0.0,,
1364581643,network,cell,2485.0,43.7008199,-72.2940158,0.0,0.0,0.0,,
1364584030,network,wifi,30.0,43.7029566,-72.2909373,0.0,0.0,0.0,,
1364585230,network,wifi,20.0,43.7054457,-72.2909325,0.0,0.0,0.0,,
1364586430,network,wifi,26.0,43.7054163,-72.2909235,0.0,0.0,0.0,,
1364587630,network,wifi,20.0,43.7054598,-72.290941,0.0,0.0,0.0,,
1364588143,network,cell,2485.0,43.7008199,-72.2940158,0.0,0.0,0.0,,
1364588890,network,cell,2485.0,43.7008199,-72.2940158,0.0,0.0,0.0,,
1364591231,network,wifi,20.0,43.7070738,-72.2908501,0.0,0.0,0.0,,
1364592430,network,cell,2082.0,43.7090795,-72.2896102,0.0,0.0,0.0,,
1364593630,network,cell,2485.0,43.7008199,-72.2940158,0.0,0.0,0.0,,
1364594830,network,wifi,20.0,43.7028016,-72.2899663,0.0,0.0,0.0,,
1364596029,network,wifi,20.0,43.7028188,-72.2899818,0.0,0.0,0.0,,
1364597230,network,wifi,20.0,43.7028228,-72.2899807,0.0,0.0,0.0,,
1364598429,network,wifi,21.0,43.7027896,-72.289999,0.0,0.0,0.0,,
1364599631,network,wifi,20.0,43.7027932,-72.2899794,0.0,0.0,0.0,,
1364600829,network,wifi,21.0,43.7028168,-72.2900659,0.0,0.0,0.0,,
1364602029,network,wifi,20.0,43.7028055,-72.2899494,0.0,0.0,0.0,,
1364603228,network,wifi,20.0,43.7028115,-72.2899975,0.0,0.0,0.0,,
1364604430,network,wifi,20.0,43.7028075,-72.289978,0.0,0.0,0.0,,
1364605630,network,cell,2485.0,43.7008199,-72.2940158,0.0,0.0,0.0,,
1364606830,network,wifi,30.0,43.6999416,-72.2878214,0.0,0.0,0.0,,
1364608030,network,wifi,40.0,43.6998704,-72.2877949,0.0,0.0,0.0,,
1364609230,network,wifi,30.0,43.6999454,-72.287855,0.0,0.0,0.0,,
1364610430,network,wifi,30.0,43.6999254,-72.28784,0.0,0.0,0.0,,
1364611630,network,cell,2485.0,43.7008199,-72.2940158,0.0,0.0,0.0,,
1364612830,network,wifi,25.0,43.7071938,-72.2907479,0.0,0.0,0.0,,
1364614030,network,wifi,28.0,43.7071951,-72.2907739,0.0,0.0,0.0,,
1364614260,network,wifi,20.0,43.7072074,-72.2907716,0.0,0.0,0.0,,
1364615276,network,cell,2082.0,43.7090795,-72.2896102,0.0,0.0,0.0,,
1364617546,network,wifi,20.0,43.7071868,-72.2907688,0.0,0.0,0.0,,
1364618830,network,wifi,20.0,43.7071933,-72.2907717,0.0,0.0,0.0,,
1364619617,gps,,48.0,43.7069702407,-72.2908436722,96.0,0.0,0.0,,
1364621488,gps,,32.0,43.7070783291,-72.2906062049,147.0,0.0,0.0,,
1364622436,gps,,32.0,43.7072516573,-72.2907700525,164.0,0.0,0.0,,
1364623634,gps,,32.0,43.7071387939,-72.2907724778,114.0,0.0,0.0,,
1364632033,gps,,32.0,43.7070650081,-72.2906987888,132.0,0.0,0.0,,
1364643419,network,wifi,30.0,43.7072182,-72.2907116,0.0,0.0,0.0,,
1364644620,network,wifi,57.0,43.7071928,-72.2907112,0.0,0.0,0.0,,
1364645820,network,wifi,26.0,43.7071899,-72.290709,0.0,0.0,0.0,,
1364647020,network,wifi,24.0,43.70721,-72.2906426,0.0,0.0,0.0,,
1364648220,network,wifi,26.0,43.70716,-72.2907699,0.0,0.0,0.0,,
1364649420,network,wifi,20.0,43.7071729,-72.2907656,0.0,0.0,0.0,,
1364650620,network,wifi,20.0,43.7071871,-72.2907745,0.0,0.0,0.0,,
1364651820,network,wifi,25.0,43.7071879,-72.2907757,0.0,0.0,0.0,,
1364653020,network,wifi,20.0,43.7071776,-72.2907627,0.0,0.0,0.0,,
1364654220,network,wifi,20.0,43.7071889,-72.2907733,0.0,0.0,0.0,,
1364655420,network,wifi,20.0,43.7071909,-72.2907699,0.0,0.0,0.0,,
1364656620,network,wifi,25.0,43.7072004,-72.2907573,0.0,0.0,0.0,,
1364657820,network,wifi,20.0,43.7072002,-72.2907549,0.0,0.0,0.0,,
1364659020,network,wifi,25.0,43.7071997,-72.2907364,0.0,0.0,0.0,,
1364660220,network,wifi,20.0,43.7072014,-72.2907558,0.0,0.0,0.0,,
1364661420,network,wifi,39.0,43.7071796,-72.2907255,0.0,0.0,0.0,,
1364662620,network,wifi,25.0,43.7072004,-72.2907573,0.0,0.0,0.0,,
1364663820,network,wifi,25.0,43.7071704,-72.2907528,0.0,0.0,0.0,,
1364665020,network,wifi,59.0,43.7072092,-72.290732,0.0,0.0,0.0,,
1364666220,network,wifi,20.0,43.7072232,-72.2907679,0.0,0.0,0.0,,
1364667420,network,wifi,20.0,43.7072096,-72.290748,0.0,0.0,0.0,,
1364668618,network,wifi,25.0,43.7030492,-72.2909987,0.0,0.0,0.0,,
1364669820,network,cell,2485.0,43.7008237,-72.2940153,0.0,0.0,0.0,,
1364671020,network,wifi,26.0,43.7024777,-72.2869217,0.0,0.0,0.0,,
1364672220,network,wifi,26.0,43.7024781,-72.2869273,0.0,0.0,0.0,,
1364673420,network,cell,2467.0,43.6992251,-72.2829321,0.0,0.0,0.0,,
1364674620,network,wifi,27.0,43.702423,-72.2869044,0.0,0.0,0.0,,
1364675820,network,wifi,27.0,43.7024057,-72.2869235,0.0,0.0,0.0,,
1364677020,network,wifi,40.0,43.7025167,-72.289972,0.0,0.0,0.0,,
1364678220,network,wifi,22.0,43.7072046,-72.2907126,0.0,0.0,0.0,,
1364679420,network,wifi,50.0,43.707132,-72.2906489,0.0,0.0,0.0,,
1364680620,network,wifi,25.0,43.7072058,-72.2907644,0.0,0.0,0.0,,
1364680637,network,wifi,20.0,43.7072045,-72.2907129,0.0,0.0,0.0,,
1364687825,gps,,32.0,43.7071254316,-72.2907144881,120.0,0.0,0.0,,
1364689218,gps,,48.0,43.706151463,-72.2908571624,145.0,0.0,0.0,,
1364692292,gps,,32.0,43.7072847162,-72.2907482177,139.0,0.0,0.0,,
