time,provider,network_type,accuracy,latitude,longitude,altitude,bearing,speed,travelstate
1364404188,network,wifi,25.763,43.7066012,-72.2869874,0.0,0.0,0.0,,
1364405388,network,wifi,26.159,43.7066051,-72.2869802,0.0,0.0,0.0,,
1364406588,network,wifi,25.764,43.7066038,-72.2869866,0.0,0.0,0.0,stationary,
1364407788,network,wifi,25.39,43.7066111,-72.2869903,0.0,0.0,0.0,stationary,
1364407789,network,wifi,25.121,43.7066122,-72.2869941,0.0,0.0,0.0,stationary,
1364410188,network,wifi,25.591,43.7065934,-72.2869926,0.0,0.0,0.0,stationary,
1364411388,network,wifi,23.814,43.7066042,-72.2870163,0.0,0.0,0.0,stationary,
1364424473,gps,,14.0,43.70287018,-72.29016014,115.599998474,22.1,1.3462912,,
1364429437,gps,,5.0,43.70265926,-72.28940187,122.099998474,0.0,0.0,,
1364489168,network,wifi,43.224,43.7088934,-72.2840038,0.0,0.0,0.0,,
1364490370,network,wifi,49.541,43.705166,-72.2885662,0.0,0.0,0.0,,
1364491567,network,wifi,28.522,43.705169,-72.2885775,0.0,0.0,0.0,moving,
1364492767,network,wifi,49.714,43.7051899,-72.2885786,0.0,0.0,0.0,stationary,
1364493968,network,wifi,48.489,43.7013651,-72.287182,0.0,0.0,0.0,moving,
1364495167,network,wifi,49.464,43.701336,-72.2871558,0.0,0.0,0.0,moving,
1364496367,network,wifi,49.5,43.7011518,-72.2876422,0.0,0.0,0.0,stationary,
1364497568,network,wifi,20.0,43.7030309,-72.2870034,0.0,0.0,0.0,moving,
1364498767,network,wifi,20.0,43.7030237,-72.2870142,0.0,0.0,0.0,moving,
1364499967,network,wifi,30.0,43.7029645,-72.2869498,0.0,0.0,0.0,stationary,
1364501167,network,wifi,27.0,43.704204,-72.2859116,0.0,0.0,0.0,moving,
1364502367,network,wifi,26.0,43.7041563,-72.2859874,0.0,0.0,0.0,moving,
1364503567,network,wifi,27.0,43.7041266,-72.2859691,0.0,0.0,0.0,stationary,
1364504767,network,wifi,27.0,43.7041968,-72.2859577,0.0,0.0,0.0,stationary,
1364505956,network,wifi,27.0,43.7042573,-72.2858254,0.0,0.0,0.0,stationary,
1364507167,network,wifi,24.0,43.704221,-72.2859535,0.0,0.0,0.0,stationary,
1364508312,gps,,16.0,43.70249558,-72.28691918,157.899993896,233.5,0.9013878,,
1364509568,network,wifi,79.833,43.7015799,-72.2881365,0.0,0.0,0.0,moving,
1364510767,network,wifi,24.0,43.7042399,-72.2859581,0.0,0.0,0.0,moving,
1364511967,network,wifi,25.0,43.7042222,-72.2859557,0.0,0.0,0.0,moving,
1364513167,network,wifi,30.559,43.7042495,-72.2858843,0.0,0.0,0.0,stationary,
1364514367,network,wifi,31.416,43.7042468,-72.2858972,0.0,0.0,0.0,stationary,
1364515567,network,wifi,29.0,43.7042582,-72.2858571,0.0,0.0,0.0,stationary,
1364516767,network,wifi,29.15,43.7042348,-72.2858856,0.0,0.0,0.0,stationary,
1364517967,network,wifi,24.0,43.7042441,-72.2859045,0.0,0.0,0.0,moving,
1364519167,network,wifi,25.0,43.7041879,-72.2858905,0.0,0.0,0.0,stationary,
1364520367,network,wifi,20.0,43.7041993,-72.2859433,0.0,0.0,0.0,stationary,
1364521567,network,wifi,22.0,43.7042338,-72.2859494,0.0,0.0,0.0,stationary,
1364522767,network,wifi,25.0,43.7042584,-72.2859535,0.0,0.0,0.0,stationary,
1364523967,network,wifi,33.542,43.7042038,-72.2858926,0.0,0.0,0.0,stationary,
1364525167,network,wifi,27.0,43.7041544,-72.2859766,0.0,0.0,0.0,stationary,
1364526367,network,wifi,24.0,43.7041879,-72.2859576,0.0,0.0,0.0,stationary,
1364527567,network,wifi,28.809,43.7042511,-72.2858927,0.0,0.0,0.0,stationary,
