time,provider,network_type,accuracy,latitude,longitude,altitude,bearing,speed,travelstate
1364404039,network,wifi,21.513,43.7066297,-72.2870448,0.0,0.0,0.0,,
1364405239,network,wifi,20.0,43.7066268,-72.2870033,0.0,0.0,0.0,,
1364410040,network,wifi,25.938,43.7030987,-72.2905299,0.0,0.0,0.0,moving,
1364411240,network,wifi,31.19,43.706638,-72.2870485,0.0,0.0,0.0,moving,
1364412323,gps,,18.0,43.70840118,-72.28382758,157.399993896,184.4,3.7165172,,
1364413638,gps,,5.0,43.70556321,-72.2832687,142.300003052,0.0,0.0,,
1364414839,network,wifi,42.639,43.7055608,-72.2832618,0.0,0.0,0.0,stationary,
1364416039,network,wifi,42.427,43.7055611,-72.2832708,0.0,0.0,0.0,stationary,
1364417239,network,wifi,20.0,43.7056523,-72.2832619,0.0,0.0,0.0,stationary,
1364418439,network,wifi,36.761,43.7054992,-72.2832839,0.0,0.0,0.0,stationary,
1364419639,network,wifi,39.569,43.7055318,-72.283301,0.0,0.0,0.0,stationary,
1364420839,network,wifi,35.105,43.7054824,-72.2832948,0.0,0.0,0.0,stationary,
1364422039,network,wifi,34.443,43.7054699,-72.2832591,0.0,0.0,0.0,stationary,
1364423239,network,wifi,20.0,43.7054957,-72.2832461,0.0,0.0,0.0,stationary,
1364424439,network,wifi,23.422,43.7055555,-72.2832731,0.0,0.0,0.0,stationary,
1364425639,network,wifi,57.22,43.705571,-72.2832078,0.0,0.0,0.0,stationary,
1364426839,network,wifi,42.183,43.7055604,-72.2833025,0.0,0.0,0.0,stationary,
1364427938,network,wifi,20.765,43.7055274,-72.2832574,0.0,0.0,0.0,stationary,
1364429239,network,wifi,25.199,43.7055752,-72.2832313,0.0,0.0,0.0,stationary,
1364430439,network,wifi,21.907,43.7055014,-72.2832463,0.0,0.0,0.0,stationary,
1364431639,network,wifi,23.387,43.7054382,-72.2832657,0.0,0.0,0.0,stationary,
1364432839,network,wifi,43.65,43.7055717,-72.2832602,0.0,0.0,0.0,stationary,
