time,provider,network_type,accuracy,latitude,longitude,altitude,bearing,speed,travelstate
1364356898,network,wifi,35.38,43.7061282,-72.2832318,0.0,0.0,0.0,stationary,
1364358098,network,wifi,36.999,43.7061663,-72.2832857,0.0,0.0,0.0,stationary,
1364359298,network,wifi,30.853,43.7061593,-72.2832946,0.0,0.0,0.0,stationary,
1364360498,network,wifi,34.72,43.7061937,-72.283284,0.0,0.0,0.0,stationary,
1364361698,network,wifi,20.94,43.7061143,-72.2832447,0.0,0.0,0.0,stationary,
1364362898,network,wifi,36.15,43.7061778,-72.2832808,0.0,0.0,0.0,stationary,
1364364098,network,wifi,37.54,43.7061679,-72.2832718,0.0,0.0,0.0,stationary,
1364365298,network,wifi,36.535,43.7061798,-72.2832524,0.0,0.0,0.0,stationary,
1364366498,network,wifi,39.421,43.7061411,-72.2832753,0.0,0.0,0.0,stationary,
1364367698,network,wifi,36.022,43.7061435,-72.2832552,0.0,0.0,0.0,stationary,
1364368898,network,wifi,38.842,43.70615,-72.2832684,0.0,0.0,0.0,stationary,
1364370098,network,wifi,38.219,43.7061714,-72.2832811,0.0,0.0,0.0,stationary,
1364371298,network,wifi,39.732,43.7061368,-72.2832776,0.0,0.0,0.0,stationary,
1364372498,network,wifi,37.236,43.7061653,-72.2832799,0.0,0.0,0.0,stationary,
1364373698,network,wifi,37.448,43.7061723,-72.283269,0.0,0.0,0.0,stationary,
1364374898,network,wifi,37.495,43.7061665,-72.2832666,0.0,0.0,0.0,stationary,
1364376098,network,wifi,37.184,43.706171,-72.2832642,0.0,0.0,0.0,stationary,
1364377298,network,wifi,36.312,43.7061586,-72.2832401,0.0,0.0,0.0,stationary,
1364378498,network,wifi,37.107,43.706167,-72.2832793,0.0,0.0,0.0,stationary,
1364379698,network,wifi,38.355,43.7061587,-72.2832593,0.0,0.0,0.0,stationary,
1364380898,network,wifi,34.173,43.7061741,-72.2832888,0.0,0.0,0.0,stationary,
1364382098,network,wifi,37.978,43.7061877,-72.2832718,0.0,0.0,0.0,stationary,
1364383182,network,wifi,37.721,43.7061609,-72.2832766,0.0,0.0,0.0,stationary,
1364384498,network,wifi,38.973,43.7061581,-72.2832397,0.0,0.0,0.0,stationary,
1364385648,network,wifi,35.68,43.7061817,-72.283286,0.0,0.0,0.0,stationary,
1364386898,network,wifi,38.905,43.7061681,-72.2832926,0.0,0.0,0.0,stationary,
1364388098,network,wifi,36.132,43.7061512,-72.2833002,0.0,0.0,0.0,stationary,
1364389298,network,wifi,36.21,43.7061428,-72.2832582,0.0,0.0,0.0,stationary,
1364390498,network,wifi,34.734,43.7061568,-72.283279,0.0,0.0,0.0,stationary,
1364391698,network,wifi,35.446,43.7061867,-72.2832791,0.0,0.0,0.0,stationary,
1364392898,network,wifi,58.462,43.7086249,-72.2844113,0.0,0.0,0.0,moving,
1364394098,network,wifi,53.312,43.7086931,-72.2841706,0.0,0.0,0.0,stationary,
1364395298,network,wifi,50.652,43.7087603,-72.2840227,0.0,0.0,0.0,stationary,
1364396450,network,wifi,33.0,43.7089447,-72.2839446,0.0,0.0,0.0,,
1364397698,network,wifi,54.362,43.7061545,-72.2832598,0.0,0.0,0.0,moving,
1364398831,gps,,10.0,43.70611586,-72.28345541,125.300003052,0.0,0.0,,
1364400098,network,wifi,29.907,43.7061826,-72.283293,0.0,0.0,0.0,stationary,
