time,provider,network_type,accuracy,latitude,longitude,altitude,bearing,speed,travelstate
1364357391,network,wifi,20.0,43.704417,-72.290934,0.0,0.0,0.0,stationary,
1364358591,network,wifi,20.0,43.7043632,-72.2909476,0.0,0.0,0.0,stationary,
1364359791,network,wifi,20.0,43.7043768,-72.2909562,0.0,0.0,0.0,stationary,
1364360991,network,wifi,20.0,43.7043724,-72.2909527,0.0,0.0,0.0,stationary,
1364362191,network,wifi,20.351,43.704408,-72.290921,0.0,0.0,0.0,stationary,
1364363391,network,wifi,20.0,43.7043928,-72.2909483,0.0,0.0,0.0,stationary,
1364364591,network,wifi,20.0,43.7043895,-72.2909428,0.0,0.0,0.0,stationary,
1364365791,network,wifi,21.0,43.7043799,-72.2908695,0.0,0.0,0.0,stationary,
1364366991,network,wifi,23.0,43.7043881,-72.2908712,0.0,0.0,0.0,stationary,
1364368191,network,wifi,20.0,43.7044123,-72.2909168,0.0,0.0,0.0,stationary,
1364369391,network,wifi,20.0,43.7043994,-72.2909018,0.0,0.0,0.0,stationary,
1364370591,network,wifi,20.0,43.7043965,-72.2909145,0.0,0.0,0.0,stationary,
1364371791,network,wifi,24.62,43.7043544,-72.2909439,0.0,0.0,0.0,stationary,
1364372991,network,wifi,20.0,43.7043674,-72.2909619,0.0,0.0,0.0,stationary,
1364374191,network,wifi,20.0,43.7044215,-72.2909135,0.0,0.0,0.0,stationary,
1364375391,network,wifi,20.0,43.7043838,-72.2909524,0.0,0.0,0.0,stationary,
1364376591,network,wifi,20.0,43.7044274,-72.2909414,0.0,0.0,0.0,stationary,
1364377791,network,wifi,20.0,43.7044263,-72.2909459,0.0,0.0,0.0,stationary,
1364378991,network,wifi,22.003,43.7043419,-72.2909523,0.0,0.0,0.0,stationary,
1364380191,network,wifi,22.893,43.7043727,-72.290949,0.0,0.0,0.0,stationary,
1364381391,network,wifi,20.0,43.7043965,-72.2909103,0.0,0.0,0.0,stationary,
1364382591,network,wifi,20.869,43.7043547,-72.2909487,0.0,0.0,0.0,stationary,
1364383791,network,wifi,20.0,43.7044292,-72.2909519,0.0,0.0,0.0,stationary,
1364384991,network,wifi,20.0,43.7044292,-72.2909519,0.0,0.0,0.0,stationary,
1364386191,network,wifi,20.0,43.704367,-72.2909652,0.0,0.0,0.0,stationary,
1364387391,network,wifi,20.129,43.7044043,-72.2909458,0.0,0.0,0.0,stationary,
1364388591,network,wifi,20.129,43.7044043,-72.2909458,0.0,0.0,0.0,stationary,
1364389791,network,wifi,22.163,43.7043823,-72.2909416,0.0,0.0,0.0,stationary,
1364390991,network,wifi,20.0,43.7044325,-72.2909571,0.0,0.0,0.0,stationary,
1364392192,network,wifi,83.758,43.7053753,-72.2876952,0.0,0.0,0.0,moving,
1364393392,network,wifi,60.354,43.7088455,-72.2838487,0.0,0.0,0.0,moving,
1364394591,network,wifi,36.488,43.7086814,-72.2836947,0.0,0.0,0.0,moving,
1364395791,network,wifi,32.246,43.7087038,-72.283784,0.0,0.0,0.0,stationary,
1364396993,network,wifi,45.0,43.7080073,-72.2849695,0.0,0.0,0.0,moving,
1364398192,network,wifi,20.0,43.7068303,-72.2870094,0.0,0.0,0.0,moving,
1364399391,network,wifi,30.0,43.7067373,-72.2870675,0.0,0.0,0.0,moving,
1364400591,network,wifi,22.0,43.7067936,-72.2870096,0.0,0.0,0.0,stationary,
1364401792,network,wifi,41.238,43.7058205,-72.2889482,0.0,0.0,0.0,moving,
1364402991,network,wifi,74.403,43.7055961,-72.2887186,0.0,0.0,0.0,moving,
1364404191,network,wifi,76.81,43.7055666,-72.2887537,0.0,0.0,0.0,stationary,
1364405391,network,wifi,76.081,43.7055705,-72.2888205,0.0,0.0,0.0,stationary,
1364406591,network,wifi,33.552,43.7068802,-72.2869639,0.0,0.0,0.0,moving,
1364407791,network,wifi,42.771,43.7067201,-72.2872714,0.0,0.0,0.0,moving,
1364408991,network,wifi,20.0,43.706692,-72.2872691,0.0,0.0,0.0,stationary,
1364410191,network,wifi,20.0,43.7067365,-72.2872679,0.0,0.0,0.0,stationary,
1364411391,network,wifi,81.836,43.7055075,-72.288848,0.0,0.0,0.0,moving,
1364412591,network,wifi,81.454,43.7055116,-72.2888494,0.0,0.0,0.0,stationary,
1364413791,network,wifi,75.465,43.7055806,-72.2887614,0.0,0.0,0.0,stationary,
1364414993,network,wifi,34.76,43.7057435,-72.288919,0.0,0.0,0.0,moving,
1364416191,network,wifi,57.311,43.7055005,-72.2887628,0.0,0.0,0.0,moving,
1364417391,network,wifi,25.0,43.7056117,-72.2886875,0.0,0.0,0.0,moving,
1364418591,network,wifi,24.473,43.7067145,-72.2872661,0.0,0.0,0.0,moving,
1364419791,network,wifi,28.263,43.7067367,-72.2873145,0.0,0.0,0.0,moving,
1364420991,network,wifi,64.25,43.705715,-72.2886646,0.0,0.0,0.0,moving,
1364422191,network,wifi,67.386,43.7056745,-72.2887047,0.0,0.0,0.0,moving,
1364423391,network,wifi,67.935,43.7056773,-72.2886459,0.0,0.0,0.0,stationary,
1364424591,network,wifi,68.945,43.705661,-72.2886782,0.0,0.0,0.0,stationary,
1364425791,network,wifi,69.769,43.7056479,-72.2887086,0.0,0.0,0.0,stationary,
1364428191,network,wifi,20.0,43.7044548,-72.2909318,0.0,0.0,0.0,moving,
1364429391,network,wifi,20.0,43.7043755,-72.2909459,0.0,0.0,0.0,moving,
1364430591,network,wifi,20.0,43.7044087,-72.2909054,0.0,0.0,0.0,stationary,
1364431791,network,wifi,26.0,43.704429,-72.290921,0.0,0.0,0.0,stationary,
1364432991,network,wifi,24.0,43.7044179,-72.2909076,0.0,0.0,0.0,stationary,
1364434191,network,wifi,20.0,43.7043394,-72.2909522,0.0,0.0,0.0,stationary,
1364435391,network,wifi,20.0,43.7043758,-72.2909486,0.0,0.0,0.0,stationary,
1364436591,network,wifi,22.0,43.7044123,-72.2909063,0.0,0.0,0.0,stationary,
1364437791,network,wifi,20.0,43.7044275,-72.2909334,0.0,0.0,0.0,stationary,
1364438991,network,wifi,20.0,43.704418,-72.2909247,0.0,0.0,0.0,stationary,
1364440191,network,wifi,20.0,43.7044095,-72.2909221,0.0,0.0,0.0,stationary,
1364441391,network,wifi,20.0,43.7044071,-72.2909138,0.0,0.0,0.0,stationary,
1364442591,network,wifi,20.0,43.7043746,-72.2908952,0.0,0.0,0.0,stationary,
1364443791,network,wifi,20.0,43.7044066,-72.2909059,0.0,0.0,0.0,stationary,
1364444991,network,wifi,30.0,43.7043354,-72.290847,0.0,0.0,0.0,stationary,
1364446191,network,wifi,20.0,43.7043878,-72.2909675,0.0,0.0,0.0,stationary,
1364447391,network,wifi,21.0,43.7044087,-72.2909053,0.0,0.0,0.0,stationary,
1364448591,network,wifi,20.0,43.7043673,-72.290915,0.0,0.0,0.0,stationary,
1364449791,network,wifi,20.0,43.7043967,-72.2908685,0.0,0.0,0.0,stationary,
1364450991,network,wifi,25.0,43.7043712,-72.2908592,0.0,0.0,0.0,stationary,
1364452191,network,wifi,20.0,43.7043544,-72.2909244,0.0,0.0,0.0,stationary,
1364453391,network,wifi,28.354,43.7043701,-72.2909288,0.0,0.0,0.0,stationary,
1364454591,network,wifi,24.0,43.7043651,-72.2908583,0.0,0.0,0.0,stationary,
