time,provider,network_type,accuracy,latitude,longitude,altitude,bearing,speed,travelstate
1364395628,network,cell,2297.0,43.7064849,-72.2873149,0.0,0.0,0.0,stationary,
1364396771,network,wifi,56.696,43.7086834,-72.2837162,0.0,0.0,0.0,stationary,
1364398028,network,cell,2134.0,43.7043336,-72.2948273,0.0,0.0,0.0,stationary,
1364399227,network,cell,2134.0,43.7043336,-72.2948273,0.0,0.0,0.0,stationary,
1364400391,network,wifi,38.0,43.7061163,-72.2889811,0.0,0.0,0.0,stationary,
1364401542,network,wifi,46.903,43.7062208,-72.2887686,0.0,0.0,0.0,stationary,
1364402767,network,wifi,22.697,43.7030319,-72.2912276,0.0,0.0,0.0,moving,
1364403933,network,wifi,38.889,43.7052548,-72.2946616,0.0,0.0,0.0,moving,
1364405228,network,cell,3249.0,43.7019392,-72.2950843,0.0,0.0,0.0,stationary,
1364406391,network,wifi,32.0,43.7040926,-72.2954963,0.0,0.0,0.0,moving,
1364407629,network,cell,2260.0,43.7043792,-72.2941628,0.0,0.0,0.0,stationary,
1364408828,network,wifi,20.0,43.7046266,-72.2947864,0.0,0.0,0.0,stationary,
1364410028,network,wifi,26.139,43.7045426,-72.2948866,0.0,0.0,0.0,stationary,
1364411229,network,wifi,29.052,43.7067523,-72.2871501,0.0,0.0,0.0,moving,
1364413130,network,wifi,22.796,43.7066357,-72.2870245,0.0,0.0,0.0,stationary,
1364414330,network,wifi,27.0,43.7022398,-72.2879014,0.0,0.0,0.0,moving,
1364415419,network,wifi,33.816,43.7018202,-72.288451,0.0,0.0,0.0,stationary,
1364416730,network,wifi,113.79,43.704253,-72.2946258,0.0,0.0,0.0,moving,
1364417688,network,cell,2134.0,43.7035367,-72.294917,0.0,0.0,0.0,stationary,
1364419133,network,cell,3407.0,43.6902805,-72.2996124,0.0,0.0,0.0,stationary,
1364420256,network,cell,2134.0,43.7051943,-72.2918284,0.0,0.0,0.0,stationary,
1364421536,gps,,14.0,43.70449832,-72.29183382,111.5,0.0,0.0,,
1364422730,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364423931,network,wifi,62.523,43.7022812,-72.2895172,0.0,0.0,0.0,moving,
1364425130,network,cell,3247.0,43.701944,-72.2950791,0.0,0.0,0.0,stationary,
1364426330,network,cell,3247.0,43.701944,-72.2950791,0.0,0.0,0.0,stationary,
1364427534,network,cell,3247.0,43.701944,-72.2950791,0.0,0.0,0.0,stationary,
1364428730,network,wifi,20.0,43.7038677,-72.2958485,0.0,0.0,0.0,stationary,
1364429930,network,wifi,20.0,43.703871,-72.2958293,0.0,0.0,0.0,stationary,
1364431130,network,wifi,22.388,43.7037786,-72.2957961,0.0,0.0,0.0,stationary,
1364432330,network,wifi,20.0,43.7038717,-72.2958331,0.0,0.0,0.0,stationary,
1364433531,network,cell,3247.0,43.701944,-72.2950791,0.0,0.0,0.0,stationary,
1364434688,network,wifi,20.0,43.7038725,-72.2958343,0.0,0.0,0.0,stationary,
1364435931,network,cell,2260.0,43.7043792,-72.2941628,0.0,0.0,0.0,stationary,
1364437103,network,wifi,20.0,43.703761,-72.2957932,0.0,0.0,0.0,stationary,
1364438332,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364439530,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364439535,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364441930,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364443132,network,cell,3247.0,43.701944,-72.2950791,0.0,0.0,0.0,stationary,
1364444330,network,cell,3247.0,43.701944,-72.2950791,0.0,0.0,0.0,stationary,
1364445534,network,cell,3247.0,43.701944,-72.2950791,0.0,0.0,0.0,stationary,
1364446730,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364447930,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364447935,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364449348,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364452730,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364453139,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364455130,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364456330,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364457190,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364458730,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364459930,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364461130,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364462330,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364463530,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364464730,network,cell,2297.0,43.7064849,-72.2873149,0.0,0.0,0.0,stationary,
1364465933,network,cell,3247.0,43.701944,-72.2950791,0.0,0.0,0.0,stationary,
1364467132,network,cell,2260.0,43.7043792,-72.2941628,0.0,0.0,0.0,stationary,
1364468330,network,cell,2135.0,43.7042148,-72.2968312,0.0,0.0,0.0,stationary,
1364469530,network,cell,3247.0,43.701944,-72.2950791,0.0,0.0,0.0,stationary,
1364470730,network,cell,3247.0,43.701944,-72.2950791,0.0,0.0,0.0,stationary,
1364471930,network,cell,3247.0,43.701944,-72.2950791,0.0,0.0,0.0,stationary,
1364473132,network,cell,2260.0,43.7043792,-72.2941628,0.0,0.0,0.0,stationary,
1364474330,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364475530,network,cell,3450.0,43.6963006,-72.2833098,0.0,0.0,0.0,moving,
1364476730,network,cell,2260.0,43.7043792,-72.2941628,0.0,0.0,0.0,stationary,
1364477897,network,wifi,21.0,43.7049008,-72.2947551,0.0,0.0,0.0,,
1364479132,network,cell,2134.0,43.7043336,-72.2948273,0.0,0.0,0.0,stationary,
1364480330,network,cell,2134.0,43.7043336,-72.2948273,0.0,0.0,0.0,stationary,
1364481414,network,wifi,37.993,43.7046442,-72.2948755,0.0,0.0,0.0,moving,
1364482700,network,wifi,25.443,43.7042363,-72.2949926,0.0,0.0,0.0,stationary,
1364483931,network,cell,3450.0,43.6963006,-72.2833098,0.0,0.0,0.0,stationary,
1364485135,network,cell,3247.0,43.701944,-72.2950791,0.0,0.0,0.0,stationary,
1364485539,network,cell,3247.0,43.701944,-72.2950791,0.0,0.0,0.0,stationary,
1364487530,network,wifi,23.975,43.7038094,-72.2957734,0.0,0.0,0.0,stationary,
1364488733,network,cell,3247.0,43.701944,-72.2950791,0.0,0.0,0.0,stationary,
1364489930,network,cell,3247.0,43.701944,-72.2950791,0.0,0.0,0.0,stationary,
1364491130,network,wifi,20.915,43.7037963,-72.2957478,0.0,0.0,0.0,stationary,
1364492332,network,cell,3450.0,43.6963006,-72.2833098,0.0,0.0,0.0,stationary,
1364493484,network,wifi,40.0,43.7003058,-72.2895901,0.0,0.0,0.0,moving,
1364494731,network,cell,2134.0,43.7043336,-72.2948273,0.0,0.0,0.0,stationary,
1364495930,network,wifi,20.0,43.7038773,-72.2958413,0.0,0.0,0.0,stationary,
1364497130,network,wifi,20.0,43.7038992,-72.2958339,0.0,0.0,0.0,stationary,
1364498330,network,wifi,23.467,43.7038042,-72.2957706,0.0,0.0,0.0,stationary,
1364499530,network,cell,3450.0,43.6963006,-72.2833098,0.0,0.0,0.0,stationary,
1364500680,network,wifi,21.0,43.7038083,-72.2958376,0.0,0.0,0.0,stationary,
1364501830,network,wifi,20.0,43.7038239,-72.2958389,0.0,0.0,0.0,stationary,
1364503130,network,wifi,20.0,43.7038327,-72.2958382,0.0,0.0,0.0,,
1364504331,network,cell,2260.0,43.7043792,-72.2941628,0.0,0.0,0.0,moving,
1364505531,network,wifi,33.869,43.7028455,-72.2839837,0.0,0.0,0.0,moving,
1364506731,network,cell,2134.0,43.6985621,-72.2860202,0.0,0.0,0.0,stationary,
1364507936,gps,,9.0,43.70559234,-72.29148697,152.199996948,207.1,0.9013878,,
1364509130,network,cell,1955.0,43.700729,-72.2859838,0.0,0.0,0.0,moving,
1364510330,network,cell,3576.0,43.6927885,-72.2772252,0.0,0.0,0.0,stationary,
1364511412,network,cell,1955.0,43.7045068,-72.288873,0.0,0.0,0.0,stationary,
1364512730,network,wifi,66.284,43.705249,-72.2910567,0.0,0.0,0.0,moving,
