time,provider,network_type,accuracy,latitude,longitude,altitude,bearing,speed,travelstate
1364358046,network,wifi,42.0,43.7164893,-72.3091191,0.0,0.0,0.0,stationary,
1364359245,network,wifi,28.199,43.7165193,-72.3091318,0.0,0.0,0.0,stationary,
1364360383,network,wifi,51.0,43.716488,-72.3090391,0.0,0.0,0.0,stationary,
1364361645,network,wifi,26.685,43.7165044,-72.3091174,0.0,0.0,0.0,stationary,
1364362845,network,wifi,26.999,43.716509,-72.3091045,0.0,0.0,0.0,stationary,
1364363984,network,wifi,56.033,43.7165261,-72.309015,0.0,0.0,0.0,stationary,
1364365245,network,wifi,27.428,43.7165091,-72.3091443,0.0,0.0,0.0,stationary,
1364366445,network,wifi,56.267,43.7164911,-72.3089947,0.0,0.0,0.0,stationary,
1364367583,network,wifi,27.949,43.7165175,-72.3091239,0.0,0.0,0.0,stationary,
1364368846,network,wifi,26.306,43.7165001,-72.3091189,0.0,0.0,0.0,stationary,
1364370046,network,wifi,26.421,43.7165043,-72.309045,0.0,0.0,0.0,stationary,
1364371246,network,wifi,36.0,43.7165311,-72.3091202,0.0,0.0,0.0,stationary,
1364372445,network,wifi,58.548,43.7165251,-72.3090556,0.0,0.0,0.0,stationary,
1364373645,network,wifi,58.014,43.71652,-72.3090437,0.0,0.0,0.0,stationary,
1364374784,network,wifi,58.303,43.7165152,-72.3090454,0.0,0.0,0.0,stationary,
1364376046,network,wifi,36.0,43.7165407,-72.3091541,0.0,0.0,0.0,stationary,
1364377246,network,wifi,29.334,43.7165302,-72.3091436,0.0,0.0,0.0,stationary,
1364378384,network,wifi,29.079,43.716528,-72.3091392,0.0,0.0,0.0,stationary,
1364379646,network,wifi,42.0,43.7164909,-72.3091183,0.0,0.0,0.0,stationary,
1364380846,network,wifi,59.12,43.7165166,-72.3090597,0.0,0.0,0.0,stationary,
1364381984,network,wifi,58.752,43.7165359,-72.3090653,0.0,0.0,0.0,stationary,
1364383245,network,wifi,60.059,43.7164911,-72.3090585,0.0,0.0,0.0,stationary,
1364384445,network,wifi,59.723,43.7165359,-72.309081,0.0,0.0,0.0,stationary,
1364385645,network,wifi,29.778,43.7165347,-72.3091463,0.0,0.0,0.0,stationary,
1364386845,network,wifi,29.957,43.7165415,-72.3090988,0.0,0.0,0.0,stationary,
1364388046,network,wifi,43.5,43.7165299,-72.3090853,0.0,0.0,0.0,stationary,
1364389246,network,wifi,36.0,43.7165416,-72.309134,0.0,0.0,0.0,stationary,
1364390446,network,wifi,55.5,43.7165502,-72.3090892,0.0,0.0,0.0,stationary,
1364391646,network,wifi,51.0,43.7165333,-72.3091076,0.0,0.0,0.0,stationary,
1364392785,network,wifi,31.5,43.7165284,-72.3091146,0.0,0.0,0.0,stationary,
1364394045,network,wifi,45.0,43.7165057,-72.3090379,0.0,0.0,0.0,stationary,
1364395245,network,wifi,48.0,43.7164865,-72.309035,0.0,0.0,0.0,stationary,
1364396447,network,wifi,21.153,43.7073875,-72.2879949,0.0,0.0,0.0,moving,
1364397647,network,wifi,109.292,43.707355,-72.2879234,0.0,0.0,0.0,stationary,
1364398845,network,wifi,20.0,43.707397,-72.2878692,0.0,0.0,0.0,stationary,
1364401246,network,wifi,46.5,43.7024885,-72.2893478,0.0,0.0,0.0,moving,
1364402445,network,cell,2374.0,43.6992687,-72.2888859,0.0,0.0,0.0,stationary,
1364403645,network,cell,2374.0,43.7016918,-72.2913279,0.0,0.0,0.0,stationary,
1364406046,network,wifi,106.372,43.70732,-72.2879165,0.0,0.0,0.0,moving,
1364407184,network,wifi,109.367,43.7073522,-72.2879084,0.0,0.0,0.0,stationary,
1364408446,network,wifi,31.5,43.7073292,-72.2879433,0.0,0.0,0.0,stationary,
1364409647,network,wifi,111.552,43.7073787,-72.287915,0.0,0.0,0.0,stationary,
1364410783,network,wifi,21.864,43.7073758,-72.2879185,0.0,0.0,0.0,stationary,
1364412045,network,wifi,111.944,43.7073822,-72.287911,0.0,0.0,0.0,stationary,
1364413245,network,wifi,100.994,43.7072817,-72.2880145,0.0,0.0,0.0,stationary,
1364414446,network,wifi,109.154,43.7073296,-72.2878332,0.0,0.0,0.0,stationary,
1364415645,network,wifi,68.183,43.7073825,-72.2878867,0.0,0.0,0.0,stationary,
1364416845,network,wifi,68.214,43.7074073,-72.2878792,0.0,0.0,0.0,stationary,
1364417984,network,wifi,20.0,43.7074196,-72.2878615,0.0,0.0,0.0,stationary,
1364419247,network,wifi,108.718,43.7073458,-72.2879125,0.0,0.0,0.0,stationary,
1364420447,network,wifi,108.39,43.7073425,-72.2879143,0.0,0.0,0.0,stationary,
1364421646,network,wifi,102.881,43.7072786,-72.2879111,0.0,0.0,0.0,stationary,
1364422847,network,wifi,112.716,43.7073713,-72.2878346,0.0,0.0,0.0,stationary,
1364424046,network,wifi,94.739,43.7072387,-72.2881645,0.0,0.0,0.0,stationary,
1364425246,network,wifi,63.815,43.7073729,-72.2878228,0.0,0.0,0.0,stationary,
1364427647,network,wifi,111.535,43.7073765,-72.2879067,0.0,0.0,0.0,stationary,
1364428845,network,wifi,22.353,43.7073802,-72.2879228,0.0,0.0,0.0,stationary,
1364430047,network,wifi,110.658,43.707358,-72.2878732,0.0,0.0,0.0,stationary,
1364431247,network,wifi,27.282,43.7006078,-72.2882484,0.0,0.0,0.0,moving,
1364432445,network,cell,2990.0,43.6968583,-72.2864458,0.0,0.0,0.0,stationary,
1364433645,network,wifi,25.0,43.7006125,-72.2882567,0.0,0.0,0.0,moving,
1364436045,network,wifi,21.0,43.7006068,-72.2882616,0.0,0.0,0.0,moving,
1364437246,network,wifi,24.0,43.700622,-72.2883076,0.0,0.0,0.0,stationary,
1364438446,network,wifi,25.0,43.700623,-72.2883343,0.0,0.0,0.0,stationary,
1364439646,network,wifi,27.0,43.7006004,-72.2883055,0.0,0.0,0.0,moving,
1364440845,network,wifi,27.0,43.7006183,-72.2882651,0.0,0.0,0.0,stationary,
1364442046,network,wifi,27.439,43.716515,-72.3090362,0.0,0.0,0.0,moving,
1364443245,network,wifi,45.0,43.7164936,-72.3091075,0.0,0.0,0.0,stationary,
1364444445,network,wifi,27.01,43.7165086,-72.3091106,0.0,0.0,0.0,stationary,
1364446845,network,wifi,48.0,43.7165288,-72.3090412,0.0,0.0,0.0,stationary,
1364448045,network,wifi,49.5,43.7165158,-72.3091026,0.0,0.0,0.0,stationary,
1364450445,network,wifi,48.0,43.7164837,-72.3090919,0.0,0.0,0.0,stationary,
1364451645,network,wifi,45.0,43.7164341,-72.3091023,0.0,0.0,0.0,stationary,
1364452846,network,wifi,48.0,43.7164802,-72.3090957,0.0,0.0,0.0,stationary,
1364454045,network,wifi,62.451,43.7164189,-72.3090432,0.0,0.0,0.0,stationary,
1364455246,network,wifi,59.188,43.7164818,-72.3090373,0.0,0.0,0.0,stationary,
1364456445,network,wifi,45.0,43.7164064,-72.3090861,0.0,0.0,0.0,stationary,
1364457646,network,wifi,45.0,43.7164958,-72.3091532,0.0,0.0,0.0,stationary,
