time,provider,network_type,accuracy,latitude,longitude,altitude,bearing,speed,travelstate
1364410337,network,wifi,20.0,43.7065971,-72.2870192,0.0,0.0,0.0,,
1364411854,network,wifi,56.796,43.7065844,-72.2870468,0.0,0.0,0.0,,
1364829892,network,wifi,26.173,43.7066051,-72.28698,0.0,0.0,0.0,,
1364831098,network,wifi,26.869,43.7066231,-72.2870025,0.0,0.0,0.0,,
1364832298,network,wifi,24.878,43.7066158,-72.2869969,0.0,0.0,0.0,stationary,
1364833498,network,wifi,26.902,43.7066069,-72.2869684,0.0,0.0,0.0,stationary,
1364834698,network,wifi,23.138,43.7065958,-72.2870296,0.0,0.0,0.0,stationary,
1364835898,network,wifi,27.214,43.706616,-72.2869615,0.0,0.0,0.0,stationary,
1364837098,network,wifi,26.615,43.7066191,-72.2869699,0.0,0.0,0.0,stationary,
1364838298,network,wifi,22.056,43.7066341,-72.2870438,0.0,0.0,0.0,stationary,
1364839498,network,wifi,24.558,43.7066209,-72.2870006,0.0,0.0,0.0,stationary,
1364840698,network,wifi,27.314,43.7067141,-72.2873403,0.0,0.0,0.0,moving,
1364841898,network,wifi,23.362,43.7066757,-72.2873049,0.0,0.0,0.0,stationary,
1364844299,network,wifi,56.333,43.7056831,-72.2914052,0.0,0.0,0.0,moving,
1364845498,network,wifi,23.0,43.7057378,-72.2913443,0.0,0.0,0.0,moving,
1364846698,network,wifi,32.994,43.7057245,-72.291357,0.0,0.0,0.0,stationary,
1364847898,network,wifi,33.661,43.7057317,-72.2913553,0.0,0.0,0.0,stationary,
1364849098,network,wifi,25.0,43.7055963,-72.2913506,0.0,0.0,0.0,,
1364850298,network,wifi,24.0,43.7053678,-72.2913587,0.0,0.0,0.0,moving,
1364851498,network,wifi,20.0,43.7057886,-72.2913774,0.0,0.0,0.0,moving,
1364852701,network,wifi,77.386,43.7085739,-72.28716,0.0,0.0,0.0,moving,
1364853899,network,wifi,31.35,43.7087153,-72.2870579,0.0,0.0,0.0,moving,
1364855098,network,wifi,81.974,43.7087136,-72.2870375,0.0,0.0,0.0,stationary,
1364856299,network,wifi,38.196,43.7054696,-72.2911166,0.0,0.0,0.0,moving,
1364857499,network,wifi,20.0,43.7029479,-72.2908532,0.0,0.0,0.0,moving,
1364858699,network,wifi,33.0,43.7017888,-72.2893748,0.0,0.0,0.0,moving,
1364859898,network,wifi,24.0,43.7053678,-72.2913585,0.0,0.0,0.0,moving,
1364861098,network,wifi,31.092,43.705498,-72.2913504,0.0,0.0,0.0,moving,
1364862298,network,wifi,25.0,43.7058104,-72.2914385,0.0,0.0,0.0,moving,
1364863498,network,wifi,33.479,43.7057383,-72.2913704,0.0,0.0,0.0,moving,
1364864698,network,wifi,58.26,43.7056684,-72.2913844,0.0,0.0,0.0,moving,
1364865898,network,wifi,25.0,43.705761,-72.2913254,0.0,0.0,0.0,moving,
1364867098,network,wifi,27.0,43.7056569,-72.2913394,0.0,0.0,0.0,moving,
1364868298,network,wifi,27.0,43.705368,-72.2913546,0.0,0.0,0.0,moving,
