time,provider,network_type,accuracy,latitude,longitude,altitude,bearing,speed,travelstate
1364356963,network,wifi,24.0,43.7591346,-72.3292405,0.0,0.0,0.0,stationary,
1364358144,gps,,22.0,43.759503,-72.32901795,250.899993896,0.0,0.0,,
1364359364,network,wifi,23.0,43.7591344,-72.3292382,0.0,0.0,0.0,stationary,
1364360563,network,wifi,25.0,43.7591346,-72.3292405,0.0,0.0,0.0,stationary,
1364361763,network,wifi,25.0,43.7591346,-72.3292405,0.0,0.0,0.0,stationary,
1364362963,network,wifi,23.0,43.7591347,-72.3292394,0.0,0.0,0.0,stationary,
1364364163,network,wifi,25.0,43.7591343,-72.3292408,0.0,0.0,0.0,stationary,
1364365364,network,cell,5000.0,43.6080524,-72.1621712,0.0,0.0,0.0,stationary,
1364365368,network,cell,5000.0,43.6080524,-72.1621712,0.0,0.0,0.0,stationary,
1364367763,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,moving,
1364367768,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,moving,
1364372563,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,moving,
1364373763,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364374963,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364376163,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364377363,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364378563,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364379763,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364380963,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364382163,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,stationary,
1364383363,network,wifi,20.0,43.7591347,-72.3292323,0.0,0.0,0.0,stationary,
1364384563,network,cell,2294.0,43.7064748,-72.2873142,0.0,0.0,0.0,moving,
1364385763,network,wifi,27.443,43.7051079,-72.2885239,0.0,0.0,0.0,moving,
1364386963,network,wifi,20.0,43.7067246,-72.2872964,0.0,0.0,0.0,moving,
1364388163,network,wifi,20.0,43.7067252,-72.2873436,0.0,0.0,0.0,stationary,
1364389363,network,wifi,20.0,43.7067224,-72.2873274,0.0,0.0,0.0,stationary,
1364390563,network,wifi,30.535,43.706725,-72.2872925,0.0,0.0,0.0,stationary,
1364391763,network,wifi,20.0,43.7067134,-72.2873292,0.0,0.0,0.0,stationary,
1364392963,network,wifi,66.924,43.7089012,-72.2836734,0.0,0.0,0.0,moving,
1364394163,network,wifi,46.188,43.7089485,-72.2839745,0.0,0.0,0.0,moving,
1364395363,network,wifi,59.582,43.708769,-72.2837629,0.0,0.0,0.0,stationary,
1364396563,network,wifi,38.972,43.7086929,-72.2837648,0.0,0.0,0.0,stationary,
1364397694,gps,,3.0,43.70673733,-72.28614252,129.5,0.0,0.0,,
1364398965,gps,,12.0,43.70091647,-72.28977248,169.199996948,0.0,0.0,,
1364400163,network,wifi,27.123,43.7067104,-72.2873492,0.0,0.0,0.0,moving,
1364401363,network,wifi,27.535,43.7067091,-72.2873317,0.0,0.0,0.0,moving,
1364402563,network,wifi,25.387,43.7066997,-72.2872841,0.0,0.0,0.0,stationary,
1364403763,network,wifi,20.0,43.7066966,-72.2873442,0.0,0.0,0.0,stationary,
1364404963,network,wifi,20.0,43.7067238,-72.2873632,0.0,0.0,0.0,stationary,
1364406163,network,wifi,23.0,43.7066314,-72.2871439,0.0,0.0,0.0,moving,
1364407363,network,wifi,27.0,43.7089897,-72.2841332,0.0,0.0,0.0,moving,
1364408563,network,wifi,46.287,43.7090517,-72.284061,0.0,0.0,0.0,moving,
1364409763,network,wifi,24.714,43.7090814,-72.284146,0.0,0.0,0.0,stationary,
1364410963,network,wifi,27.0,43.7090129,-72.2841928,0.0,0.0,0.0,stationary,
1364412167,gps,,5.0,43.70465733,-72.28872263,134.899993896,0.0,0.0,,
1364413360,network,wifi,30.234,43.706741,-72.2872573,0.0,0.0,0.0,moving,
1364414563,network,wifi,28.793,43.7067339,-72.2873152,0.0,0.0,0.0,stationary,
1364415763,network,wifi,34.39,43.7069237,-72.2869601,0.0,0.0,0.0,moving,
1364416963,network,wifi,32.971,43.706906,-72.2869335,0.0,0.0,0.0,stationary,
1364418163,network,wifi,33.021,43.7069092,-72.2869654,0.0,0.0,0.0,stationary,
1364419363,network,wifi,24.267,43.7065745,-72.2870211,0.0,0.0,0.0,moving,
1364420563,network,wifi,20.0,43.7065882,-72.2870886,0.0,0.0,0.0,moving,
1364421763,network,wifi,28.411,43.7067121,-72.2873201,0.0,0.0,0.0,moving,
1364422967,gps,,20.0,43.70633839,-72.28662263,176.399993896,244.8,0.5,,
1364424163,network,cell,3451.0,43.6962928,-72.2833023,0.0,0.0,0.0,moving,
1364425363,network,wifi,23.0,43.7591309,-72.3292346,0.0,0.0,0.0,moving,
1364426557,gps,,12.0,43.77399234,-72.32462818,280.899993896,6.3,1.5811388,,
1364427769,gps,,8.0,43.7792631,-72.32367407,301.200012207,184.1,1.75,,
1364428957,gps,,7.0,43.75498205,-72.32513895,254.0,266.4,1.75,,
1364430163,network,wifi,20.0,43.7591358,-72.3292384,0.0,0.0,0.0,stationary,
1364431363,network,wifi,20.0,43.759136,-72.3292406,0.0,0.0,0.0,stationary,
1364432563,network,wifi,20.0,43.7591342,-72.3292422,0.0,0.0,0.0,stationary,
1364433763,network,wifi,20.0,43.7591351,-72.3292382,0.0,0.0,0.0,stationary,
1364434963,network,wifi,25.0,43.7591344,-72.3292405,0.0,0.0,0.0,stationary,
1364436165,network,cell,5000.0,43.6080507,-72.1621746,0.0,0.0,0.0,moving,
1364437365,network,cell,3451.0,43.6962944,-72.2833019,0.0,0.0,0.0,stationary,
1364438563,network,cell,3451.0,43.6962944,-72.2833019,0.0,0.0,0.0,moving,
1364439763,network,cell,3451.0,43.6962944,-72.2833019,0.0,0.0,0.0,stationary,
1364440963,network,cell,3451.0,43.6962944,-72.2833019,0.0,0.0,0.0,stationary,
1364442163,network,cell,3451.0,43.6962944,-72.2833019,0.0,0.0,0.0,stationary,
1364443363,network,cell,3451.0,43.6962944,-72.2833019,0.0,0.0,0.0,stationary,
1364444563,network,cell,5000.0,43.6080507,-72.1621746,0.0,0.0,0.0,moving,
1364445763,network,cell,5000.0,43.6080507,-72.1621746,0.0,0.0,0.0,stationary,
1364446963,network,cell,5000.0,43.6080507,-72.1621746,0.0,0.0,0.0,stationary,
1364448163,network,cell,5000.0,43.6080507,-72.1621746,0.0,0.0,0.0,moving,
1364449363,network,cell,3451.0,43.6962944,-72.2833019,0.0,0.0,0.0,moving,
1364450563,network,cell,5000.0,43.6080507,-72.1621746,0.0,0.0,0.0,stationary,
1364451763,network,cell,5000.0,43.6080507,-72.1621746,0.0,0.0,0.0,moving,
1364452963,network,cell,3451.0,43.6521725,-72.2227382,0.0,0.0,0.0,moving,
1364454163,network,cell,5000.0,43.6080507,-72.1621746,0.0,0.0,0.0,stationary,
1364455363,network,cell,3451.0,43.6962944,-72.2833019,0.0,0.0,0.0,moving,
