time,provider,network_type,accuracy,latitude,longitude,altitude,bearing,speed,travelstate
1364357346,network,wifi,26.886,43.7066075,-72.2870227,0.0,0.0,0.0,stationary,
1364358546,network,wifi,26.465,43.7066121,-72.2870252,0.0,0.0,0.0,stationary,
1364359746,network,wifi,27.542,43.706619,-72.2869941,0.0,0.0,0.0,stationary,
1364360946,network,wifi,23.931,43.7065879,-72.2870514,0.0,0.0,0.0,stationary,
1364362146,network,wifi,26.835,43.7066023,-72.2870314,0.0,0.0,0.0,stationary,
1364363346,network,wifi,26.783,43.7066014,-72.2870339,0.0,0.0,0.0,stationary,
1364364546,network,wifi,27.239,43.7065951,-72.2870334,0.0,0.0,0.0,stationary,
1364365746,network,wifi,26.344,43.7066165,-72.2870217,0.0,0.0,0.0,stationary,
1364366946,network,wifi,24.012,43.7066102,-72.2870115,0.0,0.0,0.0,stationary,
1364368146,network,wifi,23.511,43.7066118,-72.2870187,0.0,0.0,0.0,stationary,
1364369346,network,wifi,25.469,43.7065996,-72.2869924,0.0,0.0,0.0,stationary,
1364370546,network,wifi,26.398,43.7066057,-72.2869764,0.0,0.0,0.0,stationary,
1364371746,network,wifi,25.62,43.7066088,-72.2869874,0.0,0.0,0.0,stationary,
1364372946,network,wifi,23.677,43.7066155,-72.2870152,0.0,0.0,0.0,stationary,
1364374146,network,wifi,27.088,43.7066093,-72.2870159,0.0,0.0,0.0,stationary,
1364375346,network,wifi,28.051,43.7065979,-72.2870114,0.0,0.0,0.0,stationary,
1364376546,network,wifi,27.63,43.7066055,-72.2869577,0.0,0.0,0.0,stationary,
1364377746,network,wifi,25.52,43.706616,-72.2870399,0.0,0.0,0.0,stationary,
1364378946,network,wifi,27.624,43.7066107,-72.2870029,0.0,0.0,0.0,stationary,
1364380146,network,wifi,25.282,43.7066195,-72.28704,0.0,0.0,0.0,stationary,
1364381346,network,wifi,26.925,43.7066142,-72.2870127,0.0,0.0,0.0,stationary,
1364382546,network,wifi,27.259,43.7066114,-72.2870095,0.0,0.0,0.0,stationary,
1364383747,network,wifi,27.013,43.706608,-72.2870193,0.0,0.0,0.0,stationary,
1364384946,network,wifi,28.664,43.7066093,-72.2869836,0.0,0.0,0.0,stationary,
1364386146,network,wifi,27.869,43.7066083,-72.287001,0.0,0.0,0.0,stationary,
1364387346,network,wifi,26.434,43.7066108,-72.2870277,0.0,0.0,0.0,stationary,
1364388546,network,wifi,26.878,43.7066084,-72.2870216,0.0,0.0,0.0,stationary,
1364389746,network,wifi,27.002,43.7066162,-72.2870085,0.0,0.0,0.0,stationary,
1364390946,network,wifi,26.679,43.706616,-72.2870154,0.0,0.0,0.0,stationary,
1364392146,network,wifi,28.084,43.7066022,-72.2870047,0.0,0.0,0.0,stationary,
1364393346,network,wifi,26.602,43.7066071,-72.2870294,0.0,0.0,0.0,stationary,
1364394546,network,wifi,26.734,43.7066081,-72.2870251,0.0,0.0,0.0,stationary,
1364395746,network,wifi,27.105,43.7066108,-72.2870135,0.0,0.0,0.0,stationary,
1364396946,network,wifi,28.935,43.7065995,-72.2869906,0.0,0.0,0.0,stationary,
1364398146,network,wifi,26.708,43.7066045,-72.2870309,0.0,0.0,0.0,stationary,
1364399346,network,wifi,26.029,43.706609,-72.2870391,0.0,0.0,0.0,stationary,
1364400546,network,wifi,24.13,43.7066022,-72.2870121,0.0,0.0,0.0,stationary,
1364401746,network,wifi,23.204,43.706605,-72.2870254,0.0,0.0,0.0,stationary,
1364402946,network,wifi,23.962,43.7066076,-72.287013,0.0,0.0,0.0,stationary,
1364404146,network,wifi,23.863,43.7066146,-72.2870126,0.0,0.0,0.0,stationary,
1364405346,network,wifi,23.389,43.7066127,-72.2870203,0.0,0.0,0.0,stationary,
1364406546,network,wifi,23.413,43.7066069,-72.2870216,0.0,0.0,0.0,stationary,
1364407746,network,wifi,23.852,43.7065946,-72.287019,0.0,0.0,0.0,stationary,
1364413207,network,wifi,20.0,43.7066026,-72.2870264,0.0,0.0,0.0,stationary,
1364414407,network,wifi,20.0,43.7053296,-72.2831743,0.0,0.0,0.0,moving,
