time,provider,network_type,accuracy,latitude,longitude,altitude,bearing,speed,travelstate
1364357894,network,wifi,25.0,43.6375159,-72.2483841,0.0,0.0,0.0,stationary,
1364359094,network,wifi,24.0,43.6375151,-72.2483883,0.0,0.0,0.0,stationary,
1364360294,network,wifi,20.0,43.6375073,-72.2483856,0.0,0.0,0.0,stationary,
1364361494,network,wifi,20.0,43.6375091,-72.248383,0.0,0.0,0.0,stationary,
1364362694,network,wifi,20.0,43.6375122,-72.2483836,0.0,0.0,0.0,stationary,
1364363894,network,wifi,20.0,43.6375086,-72.2483845,0.0,0.0,0.0,stationary,
1364365094,network,wifi,23.0,43.6375086,-72.2483831,0.0,0.0,0.0,stationary,
1364366294,network,wifi,20.0,43.6375127,-72.2483832,0.0,0.0,0.0,stationary,
1364367494,network,wifi,25.0,43.6375137,-72.2483869,0.0,0.0,0.0,stationary,
1364368694,network,wifi,21.0,43.6375136,-72.2483862,0.0,0.0,0.0,stationary,
1364369894,network,wifi,20.0,43.6375111,-72.2483838,0.0,0.0,0.0,stationary,
1364371094,network,wifi,21.0,43.6375113,-72.2483859,0.0,0.0,0.0,stationary,
1364372294,network,wifi,21.0,43.6375056,-72.2483839,0.0,0.0,0.0,stationary,
1364373494,network,wifi,20.0,43.6375087,-72.2483842,0.0,0.0,0.0,stationary,
1364374694,network,wifi,20.0,43.6375096,-72.2483817,0.0,0.0,0.0,stationary,
1364375894,network,wifi,20.0,43.6375097,-72.2483834,0.0,0.0,0.0,stationary,
1364377094,network,wifi,21.0,43.6375104,-72.2483823,0.0,0.0,0.0,stationary,
1364378294,network,wifi,25.0,43.6375154,-72.2483897,0.0,0.0,0.0,stationary,
1364379494,network,wifi,20.0,43.6375135,-72.248383,0.0,0.0,0.0,stationary,
1364380697,gps,,4.0,43.63740173,-72.24843745,167.5,0.0,0.0,,
1364381894,network,wifi,20.0,43.6375089,-72.2483836,0.0,0.0,0.0,stationary,
1364383094,network,cell,3237.0,43.6351493,-72.2217697,0.0,0.0,0.0,moving,
1364384204,gps,,17.0,43.63751494,-72.24849831,151.100006104,0.0,0.0,,
1364385494,network,cell,3229.0,43.6349215,-72.2977159,0.0,0.0,0.0,moving,
1364385597,gps,,3.0,43.63686815,-72.28545179,136.899993896,83.6,0.75,,
1364386702,network,wifi,39.0,43.7034971,-72.282304,0.0,0.0,0.0,moving,
1364389094,network,cell,2135.0,43.7054077,-72.2910835,0.0,0.0,0.0,moving,
1364390296,network,cell,2246.0,43.7088917,-72.2855639,0.0,0.0,0.0,moving,
1364391494,network,wifi,52.401,43.7086859,-72.2837124,0.0,0.0,0.0,moving,
1364392694,network,wifi,52.029,43.7087907,-72.2839083,0.0,0.0,0.0,stationary,
1364393894,network,wifi,60.969,43.7087201,-72.283815,0.0,0.0,0.0,stationary,
1364395094,network,wifi,56.128,43.708731,-72.2838129,0.0,0.0,0.0,stationary,
1364396294,network,wifi,33.947,43.7086939,-72.2837734,0.0,0.0,0.0,stationary,
1364397497,network,wifi,32.088,43.706899,-72.286964,0.0,0.0,0.0,moving,
1364398694,network,wifi,24.183,43.7068881,-72.2869336,0.0,0.0,0.0,moving,
1364399894,network,wifi,25.176,43.7068981,-72.2869282,0.0,0.0,0.0,stationary,
1364401094,network,wifi,29.749,43.7068748,-72.2869882,0.0,0.0,0.0,stationary,
1364402294,network,cell,2243.0,43.708886,-72.285566,0.0,0.0,0.0,moving,
1364403494,network,cell,2243.0,43.708886,-72.285566,0.0,0.0,0.0,moving,
1364404694,network,wifi,39.479,43.7061724,-72.2891815,0.0,0.0,0.0,stationary,
1364405894,network,wifi,35.977,43.7060813,-72.2891767,0.0,0.0,0.0,stationary,
1364407098,gps,,17.0,43.70143626,-72.2816512,138.300003052,170.1,12.0,,
1364408296,network,wifi,45.0,43.6371293,-72.2530942,0.0,0.0,0.0,moving,
1364409500,gps,,18.0,43.63750549,-72.24833645,171.800003052,0.0,0.0,,
1364410694,network,wifi,20.0,43.6375733,-72.2483969,0.0,0.0,0.0,moving,
1364411894,network,wifi,20.0,43.6375528,-72.2483981,0.0,0.0,0.0,stationary,
1364413094,network,wifi,20.0,43.6375435,-72.2483904,0.0,0.0,0.0,stationary,
1364414300,gps,,17.0,43.63766992,-72.24836056,172.100006104,0.0,0.0,,
1364415500,gps,,11.0,43.63756981,-72.24835238,172.399993896,0.0,0.0,,
1364416699,gps,,6.0,43.63764818,-72.24837734,175.800003052,254.2,0.70710677,,
1364417899,gps,,9.0,43.63777574,-72.24847364,169.899993896,258.7,0.559017,,
1364419099,gps,,17.0,43.63757814,-72.2483463,167.5,143.1,0.75,,
1364420294,network,cell,3237.0,43.6351493,-72.2217697,0.0,0.0,0.0,moving,
1364421494,network,wifi,20.0,43.6375556,-72.2484001,0.0,0.0,0.0,moving,
1364422694,network,wifi,93.759,43.6374837,-72.2483995,0.0,0.0,0.0,moving,
1364423894,network,wifi,27.0,43.6376287,-72.2484473,0.0,0.0,0.0,moving,
1364425094,network,wifi,27.0,43.637563,-72.2483999,0.0,0.0,0.0,stationary,
1364426294,network,wifi,22.122,43.6375038,-72.2483335,0.0,0.0,0.0,moving,
1364427494,network,wifi,26.0,43.6375223,-72.2483296,0.0,0.0,0.0,stationary,
1364428694,network,wifi,94.915,43.6374962,-72.2483985,0.0,0.0,0.0,stationary,
1364429894,network,wifi,96.159,43.6375097,-72.2483979,0.0,0.0,0.0,stationary,
1364431094,network,wifi,96.159,43.6375097,-72.2483979,0.0,0.0,0.0,stationary,
1364432294,network,wifi,23.0,43.6375316,-72.2484001,0.0,0.0,0.0,stationary,
1364433494,network,wifi,27.0,43.6375566,-72.2484008,0.0,0.0,0.0,stationary,
1364434694,network,wifi,25.0,43.6375546,-72.248394,0.0,0.0,0.0,stationary,
1364435894,network,wifi,20.0,43.6375699,-72.2483988,0.0,0.0,0.0,stationary,
1364437094,network,wifi,99.483,43.6375458,-72.2483968,0.0,0.0,0.0,moving,
1364438294,network,wifi,114.0,43.6373172,-72.2485332,0.0,0.0,0.0,moving,
1364439494,network,wifi,93.038,43.6374775,-72.2484169,0.0,0.0,0.0,stationary,
1364440694,network,wifi,97.662,43.6375226,-72.2483646,0.0,0.0,0.0,stationary,
1364441894,network,wifi,99.664,43.637548,-72.2483992,0.0,0.0,0.0,stationary,
1364443094,network,wifi,95.476,43.6374989,-72.2483663,0.0,0.0,0.0,stationary,
1364444294,network,wifi,23.698,43.6375252,-72.2483492,0.0,0.0,0.0,stationary,
1364445494,network,wifi,95.313,43.6374995,-72.2483882,0.0,0.0,0.0,stationary,
1364446694,network,wifi,95.366,43.6374994,-72.2483817,0.0,0.0,0.0,stationary,
1364447894,network,wifi,95.123,43.6374994,-72.2484082,0.0,0.0,0.0,stationary,
1364449097,gps,,12.0,43.63766566,-72.24824065,160.699996948,0.0,0.0,,
1364450296,gps,,17.0,43.63739084,-72.24813473,202.600006104,0.0,0.0,,
1364451497,gps,,14.0,43.63761245,-72.24823035,167.899993896,0.0,0.0,,
1364452694,network,wifi,95.628,43.6375013,-72.2483729,0.0,0.0,0.0,stationary,
1364453894,network,wifi,94.942,43.637496,-72.2483935,0.0,0.0,0.0,stationary,
1364455094,network,wifi,93.956,43.6374846,-72.2483873,0.0,0.0,0.0,stationary,
1364456294,network,wifi,94.588,43.6374914,-72.2483863,0.0,0.0,0.0,stationary,
1364457494,network,wifi,94.642,43.6374914,-72.2483808,0.0,0.0,0.0,stationary,
1364458694,network,wifi,95.508,43.6374983,-72.2483582,0.0,0.0,0.0,stationary,
1364459894,network,wifi,96.572,43.6375142,-72.2483979,0.0,0.0,0.0,stationary,
1364461096,gps,,12.0,43.63746351,-72.24815618,97.5,83.6,0.5,,
1364462294,network,wifi,96.712,43.637515,-72.2483905,0.0,0.0,0.0,stationary,
1364463494,network,wifi,95.545,43.637502,-72.2483879,0.0,0.0,0.0,stationary,
1364464694,network,wifi,95.899,43.6375061,-72.2483902,0.0,0.0,0.0,stationary,
1364465894,network,wifi,96.327,43.6375096,-72.248379,0.0,0.0,0.0,stationary,
1364467094,network,wifi,95.375,43.6374998,-72.2483846,0.0,0.0,0.0,stationary,
1364468294,network,wifi,95.415,43.6375001,-72.2483833,0.0,0.0,0.0,stationary,
1364469494,network,wifi,94.256,43.6374869,-72.2483782,0.0,0.0,0.0,stationary,
1364470695,gps,,17.0,43.63759149,-72.24832152,185.0,0.0,0.0,,
1364471894,network,cell,2534.0,43.6520626,-72.2530893,0.0,0.0,0.0,moving,
1364473093,gps,,10.0,43.67716673,-72.26019255,191.0,0.0,0.0,,
1364474294,gps,,11.0,43.67712401,-72.26012235,215.5,0.0,0.0,,
1364475494,network,wifi,29.0,43.6775155,-72.2604678,0.0,0.0,0.0,moving,
1364476675,gps,,3.0,43.67712676,-72.26032903,237.800003052,0.0,0.0,,
1364477894,gps,,10.0,43.64637054,-72.25402413,182.5,121.9,0.25,,
1364479094,network,wifi,22.0,43.6375249,-72.2484072,0.0,0.0,0.0,moving,
1364480294,network,wifi,25.0,43.6376281,-72.2484473,0.0,0.0,0.0,moving,
1364481494,gps,,11.0,43.63739647,-72.24833592,187.899993896,0.0,0.0,,
1364482694,network,wifi,27.0,43.6376287,-72.2484431,0.0,0.0,0.0,moving,
1364483894,network,wifi,95.665,43.6375042,-72.2483967,0.0,0.0,0.0,moving,
1364485094,network,wifi,95.49,43.6375035,-72.2484093,0.0,0.0,0.0,stationary,
1364486294,network,cell,2243.0,43.708886,-72.285566,0.0,0.0,0.0,moving,
1364487494,network,wifi,47.0,43.7087659,-72.2839449,0.0,0.0,0.0,moving,
1364488694,network,wifi,65.192,43.7085859,-72.2840421,0.0,0.0,0.0,moving,
1364489894,network,cell,2242.0,43.7088803,-72.2855725,0.0,0.0,0.0,moving,
1364491096,network,wifi,20.0,43.7056633,-72.2893092,0.0,0.0,0.0,moving,
1364492294,network,wifi,20.0,43.7056519,-72.2892848,0.0,0.0,0.0,moving,
1364493494,network,wifi,20.0,43.7056504,-72.2892775,0.0,0.0,0.0,stationary,
1364494694,network,wifi,20.0,43.7056186,-72.2892889,0.0,0.0,0.0,stationary,
1364495894,network,wifi,20.0,43.7056431,-72.2893063,0.0,0.0,0.0,stationary,
1364497094,network,wifi,20.0,43.7056102,-72.2892222,0.0,0.0,0.0,stationary,
1364498294,network,wifi,20.0,43.7056675,-72.2892991,0.0,0.0,0.0,stationary,
1364499494,network,wifi,20.0,43.7056366,-72.289292,0.0,0.0,0.0,stationary,
1364500695,network,wifi,27.0,43.7056749,-72.2889683,0.0,0.0,0.0,moving,
1364501894,network,cell,2292.0,43.706482,-72.2873333,0.0,0.0,0.0,moving,
1364502145,gps,,8.0,43.68514703,-72.26919196,169.899993896,169.4,11.0,,
1364504294,network,wifi,24.0,43.6376284,-72.2484477,0.0,0.0,0.0,moving,
1364505453,gps,,21.0,43.6378334,-72.24848391,207.199996948,16.9,0.25,,
1364506694,network,wifi,97.185,43.6375163,-72.2483553,0.0,0.0,0.0,moving,
1364507894,network,wifi,95.456,43.6374982,-72.2483622,0.0,0.0,0.0,stationary,
1364509036,gps,,15.0,43.63769842,-72.24841153,156.600006104,237.3,0.5,,
1364510294,network,wifi,37.5,43.6375052,-72.2483472,0.0,0.0,0.0,stationary,
1364511494,network,wifi,45.0,43.637417,-72.2483578,0.0,0.0,0.0,moving,
1364512694,network,wifi,22.606,43.637522,-72.2483335,0.0,0.0,0.0,moving,
1364513894,network,wifi,94.489,43.6374909,-72.2483919,0.0,0.0,0.0,moving,
1364515094,network,wifi,31.5,43.6375145,-72.248412,0.0,0.0,0.0,stationary,
1364516294,network,wifi,95.352,43.6375005,-72.2483938,0.0,0.0,0.0,stationary,
1364517494,network,wifi,90.564,43.6374483,-72.2483941,0.0,0.0,0.0,stationary,
1364518694,network,wifi,95.432,43.637501,-72.2483901,0.0,0.0,0.0,stationary,
1364519894,network,wifi,96.42,43.6375135,-72.248408,0.0,0.0,0.0,stationary,
1364521094,network,wifi,25.0,43.6376282,-72.2484472,0.0,0.0,0.0,moving,
1364522294,network,wifi,96.026,43.6375052,-72.2483689,0.0,0.0,0.0,stationary,
1364523413,gps,,12.0,43.63731604,-72.24852742,166.199996948,0.0,0.0,,
1364524694,network,wifi,91.434,43.6374532,-72.2483543,0.0,0.0,0.0,stationary,
1364525894,network,wifi,95.083,43.6374983,-72.2484012,0.0,0.0,0.0,stationary,
