time,provider,network_type,accuracy,latitude,longitude,altitude,bearing,speed,travelstate
1364776265,network,wifi,37.441,43.7081954,-72.2849408,0.0,0.0,0.0,,
1364777464,network,wifi,20.0,43.7082237,-72.2849037,0.0,0.0,0.0,,
1364778664,network,wifi,20.0,43.7081842,-72.2848838,0.0,0.0,0.0,stationary,
1364779752,network,wifi,20.0,43.7082079,-72.284926,0.0,0.0,0.0,,
1364781064,network,wifi,36.755,43.7081568,-72.2848707,0.0,0.0,0.0,stationary,
1364782264,network,wifi,36.154,43.7081512,-72.2848622,0.0,0.0,0.0,stationary,
1364783464,network,wifi,20.0,43.7082034,-72.2849344,0.0,0.0,0.0,,
1364784664,network,wifi,20.0,43.7082177,-72.2849206,0.0,0.0,0.0,stationary,
1364785864,network,wifi,40.793,43.7081969,-72.2849025,0.0,0.0,0.0,stationary,
1364787064,network,wifi,40.619,43.7081967,-72.2848902,0.0,0.0,0.0,stationary,
1364788264,network,wifi,25.455,43.7080389,-72.284746,0.0,0.0,0.0,moving,
1364789464,network,wifi,29.174,43.7055681,-72.2832591,0.0,0.0,0.0,moving,
1364790664,network,wifi,40.667,43.7056115,-72.2832429,0.0,0.0,0.0,moving,
1364791864,network,wifi,42.831,43.705606,-72.2832369,0.0,0.0,0.0,stationary,
1364793064,network,wifi,26.226,43.7055113,-72.2832305,0.0,0.0,0.0,stationary,
1364794264,network,wifi,35.168,43.7055023,-72.2832522,0.0,0.0,0.0,stationary,
1364795464,network,wifi,30.01,43.7055922,-72.2832135,0.0,0.0,0.0,moving,
1364796664,network,wifi,26.0,43.7056348,-72.2832624,0.0,0.0,0.0,stationary,
1364797864,network,wifi,23.894,43.705487,-72.2832408,0.0,0.0,0.0,moving,
1364799064,network,wifi,30.763,43.705438,-72.2832569,0.0,0.0,0.0,stationary,
1364800264,network,wifi,24.204,43.7054885,-72.283226,0.0,0.0,0.0,stationary,
1364801464,network,wifi,25.745,43.7055094,-72.2832687,0.0,0.0,0.0,stationary,
1364802664,network,wifi,30.524,43.7055587,-72.2832346,0.0,0.0,0.0,stationary,
1364803864,network,wifi,37.044,43.705541,-72.2832212,0.0,0.0,0.0,stationary,
1364805064,network,wifi,26.553,43.7055166,-72.2832467,0.0,0.0,0.0,stationary,
1364806264,network,wifi,26.594,43.7055329,-72.2832402,0.0,0.0,0.0,stationary,
1364807464,network,wifi,29.683,43.7055471,-72.2832141,0.0,0.0,0.0,stationary,
1364808664,network,wifi,31.441,43.7055805,-72.2832101,0.0,0.0,0.0,stationary,
1364809864,network,wifi,30.232,43.7055541,-72.2832217,0.0,0.0,0.0,stationary,
1364811064,network,wifi,39.053,43.7055589,-72.2832383,0.0,0.0,0.0,stationary,
1364812264,network,wifi,36.955,43.7055298,-72.2832439,0.0,0.0,0.0,stationary,
1364813464,network,wifi,34.932,43.7055115,-72.2832274,0.0,0.0,0.0,stationary,
1364814664,network,wifi,25.993,43.7055101,-72.2832425,0.0,0.0,0.0,stationary,
1364815864,network,wifi,31.318,43.7054613,-72.2832319,0.0,0.0,0.0,stationary,
1364817064,network,wifi,29.136,43.7054713,-72.28324,0.0,0.0,0.0,stationary,
1364818264,network,wifi,33.822,43.7055294,-72.2832423,0.0,0.0,0.0,stationary,
